user_id,phone,customer_name,parcel_id,user_role,booking_time,parcel_type,pickup_area,pickup_lat,pickup_lon,delivery_area,delivery_lat,delivery_lon,delivery_charge_bdt,parcel_status,source_updated_at,synthetic
USR002,01000000002,Demo User 002,PC0000008,receiver,2026-07-10T11:21:50+06:00,large_parcel,Bashundhara,23.807868,90.426991,Rampura,23.768637,90.418556,165,delivered,2026-07-14T06:21:50+06:00,True
USR003,01000000003,Demo User 003,PC0000031,receiver,2026-02-19T17:29:52+06:00,large_parcel,Tejgaon,23.770302,90.390144,Old Dhaka,23.703432,90.409917,182,delivered,2026-02-21T19:29:52+06:00,True
USR003,01000000003,Demo User 003,PC0000034,receiver,2026-02-23T05:51:37+06:00,medium_parcel,Gulshan,23.791275,90.41428,Uttara,23.871315,90.377636,173,delivered,2026-02-27T20:51:37+06:00,True
USR003,01000000003,Demo User 003,PC0000023,receiver,2026-03-03T18:38:51+06:00,small_parcel,Mohammadpur,23.767906,90.362213,Shyamoli,23.768564,90.36552,194,delivered,2026-03-07T01:38:51+06:00,True
USR003,01000000003,Demo User 003,PC0000025,receiver,2026-03-07T10:55:55+06:00,medium_parcel,Tejgaon,23.767043,90.390902,Bashundhara,23.807729,90.42094,253,cancelled,2026-03-09T01:55:55+06:00,True
USR003,01000000003,Demo User 003,PC0000022,sender,2026-03-20T22:19:49+06:00,large_parcel,Mohammadpur,23.770816,90.36121,Tejgaon,23.757211,90.39726,79,delivered,2026-03-24T01:19:49+06:00,True
USR003,01000000003,Demo User 003,PC0000026,receiver,2026-04-11T03:43:50+06:00,document,Uttara,23.880213,90.385595,Farmgate,23.763915,90.395798,311,delivered,2026-04-15T21:43:50+06:00,True
USR003,01000000003,Demo User 003,PC0000029,receiver,2026-04-14T10:27:25+06:00,small_parcel,Uttara,23.868732,90.381833,Gulshan,23.794882,90.403222,280,delivered,2026-04-15T03:27:25+06:00,True
USR003,01000000003,Demo User 003,PC0000032,receiver,2026-07-01T14:49:19+06:00,small_parcel,Mohakhali,23.78084,90.396552,Badda,23.773652,90.433846,121,delivered,2026-07-04T13:49:19+06:00,True
USR003,01000000003,Demo User 003,PC0000027,receiver,2026-07-11T17:13:47+06:00,large_parcel,Mohammadpur,23.767317,90.36133,Bashundhara,23.811763,90.429802,179,delivered,2026-07-15T14:13:47+06:00,True
USR003,01000000003,Demo User 003,PC0000035,sender,2026-07-19T16:38:03+06:00,medium_parcel,Mirpur,23.828912,90.365213,Motijheel,23.740798,90.414573,212,returned,2026-07-21T14:38:03+06:00,True
USR003,01000000003,Demo User 003,PC0000028,receiver,2026-08-01T15:19:20+06:00,large_parcel,Mohammadpur,23.7709,90.364986,Mohakhali,23.7866,90.391378,240,delivered,2026-08-04T11:19:20+06:00,True
USR003,01000000003,Demo User 003,PC0000024,receiver,2026-08-03T08:20:43+06:00,small_parcel,Khilgaon,23.742539,90.424478,Mohakhali,23.774821,90.403659,111,returned,2026-08-05T03:20:43+06:00,True
USR003,01000000003,Demo User 003,PC0000033,receiver,2026-08-07T16:11:05+06:00,large_parcel,Mohakhali,23.777368,90.390907,Mohammadpur,23.76276,90.351511,83,delivered,2026-08-08T19:11:05+06:00,True
USR003,01000000003,Demo User 003,PC0000030,receiver,2026-08-09T08:20:55+06:00,document,Gulshan,23.798767,90.415356,Farmgate,23.760822,90.387536,259,delivered,2026-08-09T23:59:59+06:00,True
USR004,01000000004,Demo User 004,PC0000040,receiver,2026-02-16T23:26:03+06:00,small_parcel,Khilgaon,23.750886,90.421383,Motijheel,23.733029,90.418737,231,delivered,2026-02-21T08:26:03+06:00,True
USR004,01000000004,Demo User 004,PC0000039,sender,2026-02-17T20:21:34+06:00,document,Dhanmondi,23.754211,90.371453,Motijheel,23.730943,90.412272,89,delivered,2026-02-20T03:21:34+06:00,True
USR004,01000000004,Demo User 004,PC0000038,sender,2026-03-03T13:00:43+06:00,small_parcel,Banani,23.792246,90.403036,Shyamoli,23.769265,90.370393,168,delivered,2026-03-07T21:00:43+06:00,True
USR004,01000000004,Demo User 004,PC0000046,receiver,2026-04-06T16:02:36+06:00,medium_parcel,Mirpur,23.82561,90.364613,Mohakhali,23.7755,90.405587,147,picked_up,2026-04-08T01:02:36+06:00,True
USR004,01000000004,Demo User 004,PC0000036,receiver,2026-04-20T14:35:19+06:00,document,Farmgate,23.765888,90.388748,Gulshan,23.795321,90.40889,180,delivered,2026-04-21T04:35:19+06:00,True
USR004,01000000004,Demo User 004,PC0000041,sender,2026-04-21T01:53:46+06:00,large_parcel,Banani,23.800717,90.414412,Pallabi,23.821846,90.359416,236,delivered,2026-04-21T05:53:46+06:00,True
USR004,01000000004,Demo User 004,PC0000045,receiver,2026-04-24T18:37:21+06:00,small_parcel,Old Dhaka,23.710008,90.414856,Badda,23.773847,90.426049,155,delivered,2026-04-28T04:37:21+06:00,True
USR004,01000000004,Demo User 004,PC0000043,sender,2026-05-17T07:42:49+06:00,small_parcel,Old Dhaka,23.705708,90.406468,Tejgaon,23.768821,90.394642,319,delivered,2026-05-21T02:42:49+06:00,True
USR004,01000000004,Demo User 004,PC0000042,receiver,2026-06-05T03:09:39+06:00,small_parcel,Rampura,23.760624,90.418693,Badda,23.784646,90.427678,258,picked_up,2026-06-06T18:09:39+06:00,True
USR004,01000000004,Demo User 004,PC0000047,receiver,2026-06-09T17:23:58+06:00,document,Mohakhali,23.778949,90.395176,Old Dhaka,23.703201,90.407341,92,returned,2026-06-10T19:23:58+06:00,True
USR004,01000000004,Demo User 004,PC0000044,receiver,2026-07-16T10:15:28+06:00,medium_parcel,Dhanmondi,23.738783,90.37862,Mirpur,23.815523,90.357657,220,delivered,2026-07-18T17:15:28+06:00,True
USR004,01000000004,Demo User 004,PC0000037,receiver,2026-07-16T18:01:17+06:00,document,Mohakhali,23.77411,90.400635,Khilgaon,23.748233,90.431591,241,delivered,2026-07-19T16:01:17+06:00,True
USR005,01000000005,Demo User 005,PC0000049,receiver,2026-02-12T02:41:28+06:00,document,Old Dhaka,23.715735,90.406507,Bashundhara,23.821565,90.423364,248,delivered,2026-02-13T01:41:28+06:00,True
USR005,01000000005,Demo User 005,PC0000052,receiver,2026-02-14T01:46:59+06:00,medium_parcel,Gulshan,23.793892,90.401991,Uttara,23.868294,90.373432,306,in_transit,2026-02-18T19:46:59+06:00,True
USR005,01000000005,Demo User 005,PC0000051,receiver,2026-02-23T02:38:32+06:00,small_parcel,Banani,23.796716,90.403472,Wari,23.726822,90.410733,146,delivered,2026-02-26T19:38:32+06:00,True
USR005,01000000005,Demo User 005,PC0000050,sender,2026-03-24T23:15:06+06:00,small_parcel,Mirpur,23.825485,90.362314,Motijheel,23.734858,90.416051,314,delivered,2026-03-27T06:15:06+06:00,True
USR005,01000000005,Demo User 005,PC0000048,sender,2026-04-04T13:45:59+06:00,large_parcel,Farmgate,23.754544,90.39165,Mirpur,23.825493,90.362173,169,delivered,2026-04-08T12:45:59+06:00,True
USR005,01000000005,Demo User 005,PC0000058,sender,2026-04-08T15:00:55+06:00,large_parcel,Bashundhara,23.81653,90.420028,Badda,23.777546,90.422953,330,delivered,2026-04-09T01:00:55+06:00,True
USR005,01000000005,Demo User 005,PC0000060,sender,2026-04-27T06:50:56+06:00,medium_parcel,Motijheel,23.736155,90.410651,Shyamoli,23.772932,90.369244,153,picked_up,2026-05-02T00:50:56+06:00,True
USR005,01000000005,Demo User 005,PC0000055,sender,2026-05-04T22:49:04+06:00,small_parcel,Uttara,23.872981,90.377189,Mirpur,23.824756,90.359466,136,delivered,2026-05-09T16:49:04+06:00,True
USR005,01000000005,Demo User 005,PC0000054,receiver,2026-05-05T07:57:01+06:00,small_parcel,Motijheel,23.725152,90.414724,Wari,23.717615,90.414063,334,picked_up,2026-05-08T15:57:01+06:00,True
USR005,01000000005,Demo User 005,PC0000059,sender,2026-05-10T01:31:47+06:00,document,Mohammadpur,23.763608,90.356969,Farmgate,23.761945,90.38469,191,delivered,2026-05-12T23:31:47+06:00,True
USR005,01000000005,Demo User 005,PC0000056,receiver,2026-06-03T03:44:39+06:00,document,Gulshan,23.800383,90.413239,Tejgaon,23.768379,90.398072,238,delivered,2026-06-05T07:44:39+06:00,True
USR005,01000000005,Demo User 005,PC0000053,receiver,2026-07-10T12:06:29+06:00,small_parcel,Rampura,23.760968,90.426875,Shyamoli,23.767114,90.373397,115,delivered,2026-07-14T20:06:29+06:00,True
USR005,01000000005,Demo User 005,PC0000057,sender,2026-08-02T05:10:09+06:00,large_parcel,Khilgaon,23.749133,90.431489,Wari,23.715945,90.41354,83,returned,2026-08-06T05:10:09+06:00,True
USR006,01000000006,Demo User 006,PC0000070,sender,2026-02-15T18:44:24+06:00,medium_parcel,Bashundhara,23.808815,90.424721,Pallabi,23.828288,90.369473,127,delivered,2026-02-17T23:44:24+06:00,True
USR006,01000000006,Demo User 006,PC0000069,receiver,2026-03-05T23:15:38+06:00,small_parcel,Uttara,23.881467,90.382316,Tejgaon,23.762494,90.392203,258,delivered,2026-03-10T05:15:38+06:00,True
USR006,01000000006,Demo User 006,PC0000065,receiver,2026-05-01T19:34:09+06:00,medium_parcel,Gulshan,23.787776,90.414747,Khilgaon,23.747779,90.430019,153,in_transit,2026-05-02T13:34:09+06:00,True
USR006,01000000006,Demo User 006,PC0000064,receiver,2026-05-28T13:32:21+06:00,medium_parcel,Shyamoli,23.772993,90.361725,Khilgaon,23.751899,90.42272,297,delivered,2026-06-01T10:32:21+06:00,True
USR006,01000000006,Demo User 006,PC0000066,receiver,2026-06-02T17:12:35+06:00,medium_parcel,Wari,23.715588,90.425434,Rampura,23.754521,90.413621,305,cancelled,2026-06-03T23:12:35+06:00,True
USR006,01000000006,Demo User 006,PC0000061,sender,2026-06-25T03:10:49+06:00,small_parcel,Shyamoli,23.778868,90.364778,Farmgate,23.766307,90.394499,306,delivered,2026-06-29T06:10:49+06:00,True
USR006,01000000006,Demo User 006,PC0000068,receiver,2026-07-12T08:12:32+06:00,small_parcel,Wari,23.722268,90.414587,Motijheel,23.733219,90.422012,229,delivered,2026-07-13T00:12:32+06:00,True
USR006,01000000006,Demo User 006,PC0000063,sender,2026-07-15T15:23:47+06:00,document,Pallabi,23.827804,90.358523,Uttara,23.874903,90.379592,256,delivered,2026-07-17T11:23:47+06:00,True
USR006,01000000006,Demo User 006,PC0000067,receiver,2026-07-19T06:05:52+06:00,small_parcel,Wari,23.716384,90.413597,Old Dhaka,23.70553,90.410651,181,delivered,2026-07-23T07:05:52+06:00,True
USR006,01000000006,Demo User 006,PC0000062,receiver,2026-08-06T22:19:40+06:00,small_parcel,Dhanmondi,23.746575,90.379783,Khilgaon,23.744055,90.43224,326,delivered,2026-08-09T23:59:59+06:00,True
USR007,01000000007,Demo User 007,PC0000078,receiver,2026-02-12T06:44:38+06:00,small_parcel,Khilgaon,23.744015,90.428343,Gulshan,23.797926,90.410739,251,delivered,2026-02-15T20:44:38+06:00,True
USR007,01000000007,Demo User 007,PC0000076,receiver,2026-04-03T00:43:21+06:00,large_parcel,Dhanmondi,23.749813,90.370926,Khilgaon,23.746645,90.418873,263,delivered,2026-04-06T05:43:21+06:00,True
USR007,01000000007,Demo User 007,PC0000079,sender,2026-04-08T02:34:53+06:00,medium_parcel,Banani,23.796446,90.403625,Tejgaon,23.762889,90.397124,104,delivered,2026-04-08T09:34:53+06:00,True
USR007,01000000007,Demo User 007,PC0000073,receiver,2026-04-23T10:17:32+06:00,document,Gulshan,23.794738,90.411889,Rampura,23.759571,90.413193,130,delivered,2026-04-24T04:17:32+06:00,True
USR007,01000000007,Demo User 007,PC0000074,receiver,2026-04-27T07:26:56+06:00,large_parcel,Mirpur,23.818578,90.359009,Farmgate,23.751148,90.390356,257,delivered,2026-04-30T15:26:56+06:00,True
USR007,01000000007,Demo User 007,PC0000071,receiver,2026-05-10T15:16:46+06:00,medium_parcel,Motijheel,23.727023,90.416399,Old Dhaka,23.705331,90.409016,310,delivered,2026-05-13T15:16:46+06:00,True
USR007,01000000007,Demo User 007,PC0000072,sender,2026-06-22T13:56:43+06:00,small_parcel,Gulshan,23.797766,90.40296,Badda,23.7756,90.423037,282,delivered,2026-06-24T17:56:43+06:00,True
USR007,01000000007,Demo User 007,PC0000075,sender,2026-06-29T08:46:58+06:00,document,Banani,23.78614,90.405275,Mohammadpur,23.770361,90.353183,114,returned,2026-07-02T00:46:58+06:00,True
USR007,01000000007,Demo User 007,PC0000080,receiver,2026-07-25T20:54:43+06:00,document,Mohammadpur,23.759883,90.354485,Gulshan,23.797795,90.406824,290,delivered,2026-07-30T11:54:43+06:00,True
USR007,01000000007,Demo User 007,PC0000077,receiver,2026-08-09T23:39:10+06:00,large_parcel,Gulshan,23.788998,90.405048,Bashundhara,23.816872,90.433099,178,cancelled,2026-08-09T23:59:59+06:00,True
USR008,01000000008,Demo User 008,PC0000090,receiver,2026-03-15T02:05:13+06:00,large_parcel,Farmgate,23.763146,90.388698,Uttara,23.872399,90.384726,158,delivered,2026-03-17T17:05:13+06:00,True
USR008,01000000008,Demo User 008,PC0000089,sender,2026-03-30T23:11:57+06:00,medium_parcel,Khilgaon,23.749523,90.431781,Mohammadpur,23.768633,90.36529,241,delivered,2026-04-02T02:11:57+06:00,True
USR008,01000000008,Demo User 008,PC0000083,receiver,2026-04-08T05:36:08+06:00,document,Dhanmondi,23.749905,90.382468,Mohammadpur,23.769936,90.359818,240,delivered,2026-04-11T09:36:08+06:00,True
USR008,01000000008,Demo User 008,PC0000085,sender,2026-05-01T09:19:16+06:00,medium_parcel,Mirpur,23.821384,90.371645,Motijheel,23.730965,90.419887,242,delivered,2026-05-02T05:19:16+06:00,True
USR008,01000000008,Demo User 008,PC0000087,sender,2026-05-25T00:52:19+06:00,large_parcel,Mohakhali,23.778663,90.398294,Khilgaon,23.751714,90.428456,217,in_transit,2026-05-26T13:52:19+06:00,True
USR008,01000000008,Demo User 008,PC0000091,sender,2026-06-05T15:00:21+06:00,medium_parcel,Mohammadpur,23.7699,90.361248,Badda,23.783421,90.41972,289,in_transit,2026-06-08T07:00:21+06:00,True
USR008,01000000008,Demo User 008,PC0000088,sender,2026-06-08T09:34:09+06:00,small_parcel,Farmgate,23.758442,90.38463,Uttara,23.879721,90.383282,339,delivered,2026-06-11T00:34:09+06:00,True
USR008,01000000008,Demo User 008,PC0000082,receiver,2026-06-22T14:40:58+06:00,small_parcel,Bashundhara,23.812796,90.421458,Shyamoli,23.781629,90.361117,150,delivered,2026-06-26T02:40:58+06:00,True
USR008,01000000008,Demo User 008,PC0000086,sender,2026-07-15T21:38:14+06:00,medium_parcel,Mirpur,23.82552,90.370309,Shyamoli,23.777287,90.364501,268,delivered,2026-07-18T02:38:14+06:00,True
USR008,01000000008,Demo User 008,PC0000084,receiver,2026-07-22T18:05:41+06:00,document,Tejgaon,23.763848,90.391101,Mohakhali,23.780462,90.402111,158,delivered,2026-07-22T22:05:41+06:00,True
USR008,01000000008,Demo User 008,PC0000081,receiver,2026-08-05T11:58:57+06:00,medium_parcel,Old Dhaka,23.713142,90.412257,Badda,23.774386,90.425706,342,returned,2026-08-06T20:58:57+06:00,True
USR009,01000000009,Demo User 009,PC0000097,sender,2026-03-03T13:51:45+06:00,large_parcel,Badda,23.779554,90.429906,Banani,23.798304,90.401327,142,delivered,2026-03-03T22:51:45+06:00,True
USR009,01000000009,Demo User 009,PC0000094,sender,2026-03-15T01:43:03+06:00,small_parcel,Rampura,23.765655,90.420799,Old Dhaka,23.713425,90.411167,78,delivered,2026-03-19T19:43:03+06:00,True
USR009,01000000009,Demo User 009,PC0000095,receiver,2026-03-24T09:28:47+06:00,document,Mohammadpur,23.759908,90.354079,Tejgaon,23.771302,90.388071,196,delivered,2026-03-28T10:28:47+06:00,True
USR009,01000000009,Demo User 009,PC0000093,sender,2026-06-23T17:49:05+06:00,small_parcel,Motijheel,23.740584,90.419047,Dhanmondi,23.75276,90.375922,292,cancelled,2026-06-25T22:49:05+06:00,True
USR009,01000000009,Demo User 009,PC0000096,sender,2026-07-26T04:36:11+06:00,small_parcel,Old Dhaka,23.702785,90.402441,Badda,23.779774,90.433775,185,delivered,2026-07-26T19:36:11+06:00,True
USR009,01000000009,Demo User 009,PC0000092,receiver,2026-08-02T14:02:00+06:00,document,Motijheel,23.729802,90.40966,Wari,23.716866,90.424761,65,delivered,2026-08-04T20:02:00+06:00,True
USR009,01000000009,Demo User 009,PC0000098,receiver,2026-08-04T07:50:02+06:00,small_parcel,Banani,23.78698,90.399273,Dhanmondi,23.753517,90.369039,337,cancelled,2026-08-08T20:50:02+06:00,True
USR010,01000000010,Demo User 010,PC0000103,receiver,2026-03-16T01:40:56+06:00,large_parcel,Rampura,23.759096,90.427806,Mohammadpur,23.769272,90.353104,90,delivered,2026-03-19T05:40:56+06:00,True
USR010,01000000010,Demo User 010,PC0000101,sender,2026-04-12T15:51:45+06:00,medium_parcel,Farmgate,23.761895,90.393245,Old Dhaka,23.707183,90.40004,179,delivered,2026-04-13T14:51:45+06:00,True
USR010,01000000010,Demo User 010,PC0000104,sender,2026-05-19T22:30:55+06:00,small_parcel,Motijheel,23.725417,90.415376,Shyamoli,23.775234,90.369478,287,delivered,2026-05-20T22:30:55+06:00,True
USR010,01000000010,Demo User 010,PC0000100,receiver,2026-05-22T07:52:48+06:00,medium_parcel,Badda,23.775683,90.426436,Gulshan,23.787295,90.410673,61,delivered,2026-05-26T07:52:48+06:00,True
USR010,01000000010,Demo User 010,PC0000102,receiver,2026-05-29T02:29:28+06:00,document,Mirpur,23.825039,90.363909,Motijheel,23.738999,90.413146,101,delivered,2026-05-31T17:29:28+06:00,True
USR010,01000000010,Demo User 010,PC0000099,sender,2026-07-19T19:16:13+06:00,small_parcel,Mirpur,23.814371,90.36532,Rampura,23.76343,90.416841,316,cancelled,2026-07-23T00:16:13+06:00,True
USR010,01000000010,Demo User 010,PC0000105,receiver,2026-08-07T18:19:33+06:00,small_parcel,Mohammadpur,23.77076,90.35093,Gulshan,23.797365,90.414521,164,delivered,2026-08-07T21:19:33+06:00,True
USR011,01000000011,Demo User 011,PC0000112,receiver,2026-02-17T06:00:15+06:00,small_parcel,Khilgaon,23.743242,90.424279,Old Dhaka,23.717869,90.408989,102,delivered,2026-02-18T23:00:15+06:00,True
USR011,01000000011,Demo User 011,PC0000108,receiver,2026-02-23T19:03:10+06:00,small_parcel,Mohammadpur,23.764263,90.366318,Uttara,23.882275,90.375457,227,delivered,2026-02-26T01:03:10+06:00,True
USR011,01000000011,Demo User 011,PC0000106,receiver,2026-03-12T02:36:03+06:00,document,Mohammadpur,23.759237,90.355071,Banani,23.787738,90.406556,215,delivered,2026-03-12T22:36:03+06:00,True
USR011,01000000011,Demo User 011,PC0000113,sender,2026-04-29T08:00:12+06:00,document,Farmgate,23.753641,90.393924,Bashundhara,23.822997,90.432567,237,delivered,2026-05-02T18:00:12+06:00,True
USR011,01000000011,Demo User 011,PC0000107,sender,2026-05-15T19:10:39+06:00,document,Mohammadpur,23.766715,90.354171,Pallabi,23.828434,90.366108,118,delivered,2026-05-17T23:10:39+06:00,True
USR011,01000000011,Demo User 011,PC0000109,sender,2026-06-17T00:44:14+06:00,small_parcel,Rampura,23.763793,90.420815,Mirpur,23.819398,90.369053,337,delivered,2026-06-21T11:44:14+06:00,True
USR011,01000000011,Demo User 011,PC0000111,receiver,2026-06-24T06:36:12+06:00,small_parcel,Mirpur,23.828871,90.373349,Khilgaon,23.754742,90.421057,63,delivered,2026-06-27T19:36:12+06:00,True
USR011,01000000011,Demo User 011,PC0000110,receiver,2026-07-01T07:24:46+06:00,medium_parcel,Tejgaon,23.762227,90.387069,Gulshan,23.792165,90.407089,97,delivered,2026-07-04T23:24:46+06:00,True
USR012,01000000012,Demo User 012,PC0000117,sender,2026-03-11T18:11:44+06:00,large_parcel,Tejgaon,23.762354,90.401543,Motijheel,23.738375,90.425198,300,delivered,2026-03-11T19:11:44+06:00,True
USR012,01000000012,Demo User 012,PC0000114,sender,2026-03-17T21:02:37+06:00,document,Gulshan,23.789324,90.4029,Khilgaon,23.746172,90.425331,282,delivered,2026-03-22T03:02:37+06:00,True
USR012,01000000012,Demo User 012,PC0000116,receiver,2026-03-25T11:49:58+06:00,medium_parcel,Gulshan,23.797742,90.412998,Pallabi,23.830122,90.358843,310,delivered,2026-03-27T10:49:58+06:00,True
USR012,01000000012,Demo User 012,PC0000121,receiver,2026-04-03T05:31:06+06:00,large_parcel,Tejgaon,23.767324,90.391821,Wari,23.722557,90.414941,266,delivered,2026-04-07T21:31:06+06:00,True
USR012,01000000012,Demo User 012,PC0000120,sender,2026-05-08T19:23:28+06:00,medium_parcel,Mirpur,23.82676,90.363677,Tejgaon,23.769815,90.397743,202,cancelled,2026-05-09T03:23:28+06:00,True
USR012,01000000012,Demo User 012,PC0000119,sender,2026-05-25T09:35:02+06:00,large_parcel,Tejgaon,23.756247,90.397387,Banani,23.79946,90.413651,268,cancelled,2026-05-27T15:35:02+06:00,True
USR012,01000000012,Demo User 012,PC0000122,receiver,2026-07-03T11:33:19+06:00,large_parcel,Dhanmondi,23.746987,90.369381,Badda,23.78401,90.420226,74,delivered,2026-07-06T10:33:19+06:00,True
USR012,01000000012,Demo User 012,PC0000118,sender,2026-07-23T05:59:07+06:00,medium_parcel,Banani,23.790474,90.408331,Dhanmondi,23.75093,90.382591,246,delivered,2026-07-25T02:59:07+06:00,True
USR012,01000000012,Demo User 012,PC0000115,receiver,2026-08-04T12:13:20+06:00,document,Pallabi,23.831674,90.358796,Old Dhaka,23.705598,90.403726,183,delivered,2026-08-06T19:13:20+06:00,True
USR013,01000000013,Demo User 013,PC0000127,receiver,2026-02-23T02:06:34+06:00,medium_parcel,Khilgaon,23.743055,90.419126,Shyamoli,23.776214,90.368881,314,delivered,2026-02-27T20:06:34+06:00,True
USR013,01000000013,Demo User 013,PC0000134,receiver,2026-03-03T02:27:39+06:00,document,Mirpur,23.824054,90.359833,Mohakhali,23.785658,90.405578,332,returned,2026-03-06T22:27:39+06:00,True
USR013,01000000013,Demo User 013,PC0000124,receiver,2026-03-04T08:56:23+06:00,medium_parcel,Shyamoli,23.766961,90.365122,Bashundhara,23.819754,90.428145,142,delivered,2026-03-09T03:56:23+06:00,True
USR013,01000000013,Demo User 013,PC0000133,receiver,2026-03-08T02:24:20+06:00,document,Mohakhali,23.779789,90.398275,Uttara,23.883096,90.375834,291,delivered,2026-03-08T11:24:20+06:00,True
USR013,01000000013,Demo User 013,PC0000129,receiver,2026-04-11T05:05:22+06:00,small_parcel,Badda,23.782493,90.419581,Old Dhaka,23.706869,90.399439,81,delivered,2026-04-11T20:05:22+06:00,True
USR013,01000000013,Demo User 013,PC0000130,sender,2026-04-26T21:52:49+06:00,large_parcel,Mohakhali,23.783967,90.397657,Gulshan,23.796322,90.414785,331,delivered,2026-04-29T05:52:49+06:00,True
USR013,01000000013,Demo User 013,PC0000123,sender,2026-04-28T11:18:33+06:00,large_parcel,Old Dhaka,23.713132,90.40546,Pallabi,23.831016,90.35908,134,delivered,2026-05-02T00:18:33+06:00,True
USR013,01000000013,Demo User 013,PC0000128,receiver,2026-05-05T10:32:11+06:00,small_parcel,Pallabi,23.825826,90.357971,Old Dhaka,23.714548,90.406082,140,delivered,2026-05-07T09:32:11+06:00,True
