user_id,phone,customer_name,order_id,order_time,restaurant_name,restaurant_category,delivery_area,delivery_lat,delivery_lon,order_amount_bdt,payment_method,order_status,source_updated_at,synthetic
USR002,01000000002,Demo User 002,FP0000018,2026-07-13T21:26:37+06:00,Pizza Corner Demo,Pizza,Farmgate,23.758404,90.388007,365,mobile_wallet,delivered,2026-07-13T23:43:37+06:00,True
USR002,01000000002,Demo User 002,FP0000019,2026-07-20T16:04:44+06:00,Chicken Express Demo,Fast Food,Khilgaon,23.745151,90.432742,876,card,delivered,2026-07-20T17:01:44+06:00,True
USR002,01000000002,Demo User 002,FP0000016,2026-08-09T06:08:57+06:00,Chicken Express Demo,Fast Food,Gulshan,23.787808,90.400568,433,cash,delivered,2026-08-09T08:27:57+06:00,True
USR003,01000000003,Demo User 003,FP0000033,2026-02-11T08:33:26+06:00,Chicken Express Demo,Fast Food,Rampura,23.755266,90.4224,219,cash,delivered,2026-02-11T09:56:26+06:00,True
USR003,01000000003,Demo User 003,FP0000038,2026-04-08T07:46:52+06:00,Burger Lab Demo,Burgers,Badda,23.777537,90.427119,830,mobile_wallet,delivered,2026-04-08T09:18:52+06:00,True
USR003,01000000003,Demo User 003,FP0000040,2026-04-16T09:11:14+06:00,Rice & Curry Demo,Bangla,Gulshan,23.796976,90.415704,642,card,delivered,2026-04-16T10:08:14+06:00,True
USR003,01000000003,Demo User 003,FP0000039,2026-04-17T09:47:20+06:00,Cafe Metro Demo,Cafe,Pallabi,23.832433,90.363348,1691,cash,delivered,2026-04-17T11:17:20+06:00,True
USR003,01000000003,Demo User 003,FP0000043,2026-05-11T16:47:26+06:00,Burger Lab Demo,Burgers,Gulshan,23.795403,90.407906,1238,mobile_wallet,delivered,2026-05-11T18:50:26+06:00,True
USR003,01000000003,Demo User 003,FP0000035,2026-05-17T10:18:23+06:00,Cafe Metro Demo,Cafe,Farmgate,23.752535,90.394878,265,mobile_wallet,delivered,2026-05-17T11:22:23+06:00,True
USR003,01000000003,Demo User 003,FP0000028,2026-05-20T10:19:15+06:00,Pizza Corner Demo,Pizza,Wari,23.723795,90.421341,872,cash,delivered,2026-05-20T12:15:15+06:00,True
USR003,01000000003,Demo User 003,FP0000034,2026-05-28T11:12:36+06:00,Kebab House Demo,Kebab,Farmgate,23.762667,90.383981,1103,cash,delivered,2026-05-28T11:58:36+06:00,True
USR003,01000000003,Demo User 003,FP0000041,2026-06-09T19:50:23+06:00,Cafe Metro Demo,Cafe,Mohammadpur,23.771048,90.357255,1300,cash,delivered,2026-06-09T22:20:23+06:00,True
USR003,01000000003,Demo User 003,FP0000031,2026-06-10T20:42:25+06:00,Thai Kitchen Demo,Thai,Mirpur,23.823504,90.36086,930,cash,delivered,2026-06-10T21:59:25+06:00,True
USR003,01000000003,Demo User 003,FP0000025,2026-06-13T14:16:42+06:00,Dhaka Biryani Demo,Biryani,Banani,23.800807,90.404602,1141,mobile_wallet,delivered,2026-06-13T15:58:42+06:00,True
USR003,01000000003,Demo User 003,FP0000027,2026-06-14T08:21:39+06:00,Burger Lab Demo,Burgers,Mohakhali,23.773649,90.392029,1398,mobile_wallet,delivered,2026-06-14T10:13:39+06:00,True
USR003,01000000003,Demo User 003,FP0000042,2026-06-20T05:13:24+06:00,Chicken Express Demo,Fast Food,Old Dhaka,23.707997,90.405804,1182,cash,delivered,2026-06-20T07:25:24+06:00,True
USR003,01000000003,Demo User 003,FP0000030,2026-07-01T16:42:46+06:00,Rice & Curry Demo,Bangla,Motijheel,23.725428,90.421281,349,mobile_wallet,delivered,2026-07-01T19:36:46+06:00,True
USR003,01000000003,Demo User 003,FP0000032,2026-07-03T06:01:36+06:00,Thai Kitchen Demo,Thai,Wari,23.721113,90.424787,1432,card,delivered,2026-07-03T08:10:36+06:00,True
USR003,01000000003,Demo User 003,FP0000029,2026-07-06T11:39:13+06:00,Dhaka Biryani Demo,Biryani,Rampura,23.759451,90.420248,585,cash,delivered,2026-07-06T12:45:13+06:00,True
USR003,01000000003,Demo User 003,FP0000026,2026-07-10T06:09:42+06:00,Dhaka Biryani Demo,Biryani,Tejgaon,23.763017,90.393671,645,mobile_wallet,in_progress,2026-07-10T08:24:42+06:00,True
USR003,01000000003,Demo User 003,FP0000036,2026-07-22T16:57:58+06:00,Dhaka Biryani Demo,Biryani,Bashundhara,23.822105,90.421103,1031,mobile_wallet,delivered,2026-07-22T17:21:58+06:00,True
USR003,01000000003,Demo User 003,FP0000037,2026-07-29T02:49:33+06:00,Burger Lab Demo,Burgers,Shyamoli,23.771366,90.358129,1090,card,delivered,2026-07-29T04:36:33+06:00,True
USR004,01000000004,Demo User 004,FP0000052,2026-02-13T05:32:31+06:00,Thai Kitchen Demo,Thai,Bashundhara,23.817329,90.425162,930,cash,delivered,2026-02-13T08:01:31+06:00,True
USR004,01000000004,Demo User 004,FP0000050,2026-03-09T05:43:38+06:00,Cafe Metro Demo,Cafe,Dhanmondi,23.742249,90.374472,317,card,delivered,2026-03-09T07:05:38+06:00,True
USR004,01000000004,Demo User 004,FP0000044,2026-04-13T06:09:26+06:00,Pizza Corner Demo,Pizza,Rampura,23.763619,90.41579,1574,cash,delivered,2026-04-13T07:35:26+06:00,True
USR004,01000000004,Demo User 004,FP0000047,2026-05-15T03:26:22+06:00,Cafe Metro Demo,Cafe,Gulshan,23.799117,90.414987,1490,mobile_wallet,delivered,2026-05-15T05:59:22+06:00,True
USR004,01000000004,Demo User 004,FP0000048,2026-05-16T05:16:50+06:00,Pizza Corner Demo,Pizza,Shyamoli,23.769272,90.368337,960,mobile_wallet,delivered,2026-05-16T06:28:50+06:00,True
USR004,01000000004,Demo User 004,FP0000051,2026-06-16T08:28:41+06:00,Chicken Express Demo,Fast Food,Banani,23.79563,90.40499,1084,card,delivered,2026-06-16T10:18:41+06:00,True
USR004,01000000004,Demo User 004,FP0000055,2026-06-19T16:31:17+06:00,Rice & Curry Demo,Bangla,Old Dhaka,23.705742,90.412893,311,mobile_wallet,delivered,2026-06-19T17:49:17+06:00,True
USR004,01000000004,Demo User 004,FP0000053,2026-07-06T22:39:32+06:00,Rice & Curry Demo,Bangla,Gulshan,23.792213,90.407985,1555,mobile_wallet,delivered,2026-07-06T23:30:32+06:00,True
USR004,01000000004,Demo User 004,FP0000049,2026-07-07T00:28:43+06:00,Kebab House Demo,Kebab,Banani,23.800082,90.404881,374,mobile_wallet,refunded,2026-07-07T03:28:43+06:00,True
USR004,01000000004,Demo User 004,FP0000045,2026-07-12T08:32:45+06:00,Chicken Express Demo,Fast Food,Mirpur,23.827677,90.364695,873,cash,delivered,2026-07-12T09:44:45+06:00,True
USR004,01000000004,Demo User 004,FP0000056,2026-07-21T12:54:41+06:00,Pizza Corner Demo,Pizza,Dhanmondi,23.745224,90.379738,476,card,delivered,2026-07-21T14:09:41+06:00,True
USR004,01000000004,Demo User 004,FP0000054,2026-08-06T03:54:39+06:00,Rice & Curry Demo,Bangla,Wari,23.724012,90.413049,1010,card,delivered,2026-08-06T05:03:39+06:00,True
USR004,01000000004,Demo User 004,FP0000046,2026-08-07T15:10:32+06:00,Burger Lab Demo,Burgers,Wari,23.722391,90.420439,1419,card,cancelled,2026-08-07T17:29:32+06:00,True
USR005,01000000005,Demo User 005,FP0000063,2026-02-15T19:37:48+06:00,Thai Kitchen Demo,Thai,Mohammadpur,23.765306,90.363429,1267,cash,delivered,2026-02-15T22:25:48+06:00,True
USR005,01000000005,Demo User 005,FP0000072,2026-02-23T18:15:13+06:00,Kebab House Demo,Kebab,Uttara,23.879963,90.37855,1016,card,delivered,2026-02-23T19:22:13+06:00,True
USR005,01000000005,Demo User 005,FP0000062,2026-03-11T16:52:18+06:00,Kebab House Demo,Kebab,Dhanmondi,23.750593,90.382236,889,card,delivered,2026-03-11T17:52:18+06:00,True
USR005,01000000005,Demo User 005,FP0000066,2026-03-13T06:05:44+06:00,Chicken Express Demo,Fast Food,Motijheel,23.725477,90.417923,808,card,delivered,2026-03-13T06:47:44+06:00,True
USR005,01000000005,Demo User 005,FP0000058,2026-03-21T18:47:24+06:00,Kebab House Demo,Kebab,Badda,23.779698,90.421706,764,mobile_wallet,delivered,2026-03-21T21:06:24+06:00,True
USR005,01000000005,Demo User 005,FP0000071,2026-03-25T17:12:41+06:00,Kebab House Demo,Kebab,Banani,23.792175,90.4064,266,cash,delivered,2026-03-25T18:15:41+06:00,True
USR005,01000000005,Demo User 005,FP0000073,2026-04-22T07:47:36+06:00,Chicken Express Demo,Fast Food,Khilgaon,23.744742,90.422048,1489,cash,delivered,2026-04-22T08:58:36+06:00,True
USR005,01000000005,Demo User 005,FP0000070,2026-04-26T07:58:38+06:00,Burger Lab Demo,Burgers,Pallabi,23.820473,90.368505,408,cash,delivered,2026-04-26T09:05:38+06:00,True
USR005,01000000005,Demo User 005,FP0000075,2026-04-26T11:29:44+06:00,Burger Lab Demo,Burgers,Gulshan,23.786956,90.401321,676,cash,delivered,2026-04-26T13:09:44+06:00,True
USR005,01000000005,Demo User 005,FP0000074,2026-05-03T10:50:50+06:00,Rice & Curry Demo,Bangla,Shyamoli,23.769838,90.367001,1467,card,delivered,2026-05-03T13:18:50+06:00,True
USR005,01000000005,Demo User 005,FP0000067,2026-05-04T13:55:03+06:00,Cafe Metro Demo,Cafe,Rampura,23.759158,90.425798,352,cash,delivered,2026-05-04T16:10:03+06:00,True
USR005,01000000005,Demo User 005,FP0000069,2026-05-14T06:34:32+06:00,Pizza Corner Demo,Pizza,Shyamoli,23.777469,90.361716,1264,mobile_wallet,refunded,2026-05-14T09:32:32+06:00,True
USR005,01000000005,Demo User 005,FP0000057,2026-05-25T02:14:37+06:00,Cafe Metro Demo,Cafe,Tejgaon,23.768105,90.39826,340,mobile_wallet,delivered,2026-05-25T03:38:37+06:00,True
USR005,01000000005,Demo User 005,FP0000068,2026-06-09T12:57:11+06:00,Burger Lab Demo,Burgers,Old Dhaka,23.705454,90.41306,1740,card,delivered,2026-06-09T14:50:11+06:00,True
USR005,01000000005,Demo User 005,FP0000060,2026-06-15T22:58:59+06:00,Pizza Corner Demo,Pizza,Motijheel,23.739113,90.424653,1174,card,delivered,2026-06-15T23:31:59+06:00,True
USR005,01000000005,Demo User 005,FP0000064,2026-07-03T23:56:39+06:00,Pizza Corner Demo,Pizza,Uttara,23.876102,90.381911,1711,card,delivered,2026-07-04T00:21:39+06:00,True
USR005,01000000005,Demo User 005,FP0000059,2026-07-13T06:43:41+06:00,Burger Lab Demo,Burgers,Mohakhali,23.775672,90.406098,627,mobile_wallet,delivered,2026-07-13T07:56:41+06:00,True
USR005,01000000005,Demo User 005,FP0000065,2026-07-20T15:44:14+06:00,Dhaka Biryani Demo,Biryani,Bashundhara,23.815988,90.420211,1689,cash,delivered,2026-07-20T16:46:14+06:00,True
USR005,01000000005,Demo User 005,FP0000061,2026-08-02T16:45:39+06:00,Rice & Curry Demo,Bangla,Badda,23.777739,90.423017,403,cash,delivered,2026-08-02T18:15:39+06:00,True
USR006,01000000006,Demo User 006,FP0000080,2026-02-16T19:14:45+06:00,Burger Lab Demo,Burgers,Mohammadpur,23.765883,90.357378,357,card,delivered,2026-02-16T20:01:45+06:00,True
USR006,01000000006,Demo User 006,FP0000083,2026-02-16T21:05:24+06:00,Cafe Metro Demo,Cafe,Bashundhara,23.810859,90.42274,803,card,delivered,2026-02-16T22:44:24+06:00,True
USR006,01000000006,Demo User 006,FP0000087,2026-03-03T11:21:34+06:00,Thai Kitchen Demo,Thai,Badda,23.77769,90.433923,1092,cash,delivered,2026-03-03T14:13:34+06:00,True
USR006,01000000006,Demo User 006,FP0000082,2026-03-29T00:19:39+06:00,Thai Kitchen Demo,Thai,Mohakhali,23.780384,90.405306,1655,mobile_wallet,delivered,2026-03-29T02:44:39+06:00,True
USR006,01000000006,Demo User 006,FP0000090,2026-04-07T04:25:07+06:00,Pizza Corner Demo,Pizza,Rampura,23.754178,90.414008,1111,mobile_wallet,delivered,2026-04-07T04:54:07+06:00,True
USR006,01000000006,Demo User 006,FP0000081,2026-04-16T04:00:00+06:00,Chicken Express Demo,Fast Food,Farmgate,23.751015,90.384826,1499,card,delivered,2026-04-16T04:21:00+06:00,True
USR006,01000000006,Demo User 006,FP0000088,2026-04-23T12:41:41+06:00,Dhaka Biryani Demo,Biryani,Uttara,23.87732,90.385714,1436,card,cancelled,2026-04-23T13:35:41+06:00,True
USR006,01000000006,Demo User 006,FP0000079,2026-05-08T04:09:15+06:00,Thai Kitchen Demo,Thai,Shyamoli,23.767108,90.369795,1418,mobile_wallet,delivered,2026-05-08T06:15:15+06:00,True
USR006,01000000006,Demo User 006,FP0000085,2026-05-10T23:15:43+06:00,Burger Lab Demo,Burgers,Rampura,23.768928,90.427459,1321,mobile_wallet,delivered,2026-05-11T00:39:43+06:00,True
USR006,01000000006,Demo User 006,FP0000084,2026-05-14T08:21:04+06:00,Thai Kitchen Demo,Thai,Farmgate,23.758201,90.392939,1142,card,refunded,2026-05-14T10:20:04+06:00,True
USR006,01000000006,Demo User 006,FP0000091,2026-05-24T08:16:40+06:00,Cafe Metro Demo,Cafe,Mohakhali,23.787217,90.398155,1291,cash,delivered,2026-05-24T09:38:40+06:00,True
USR006,01000000006,Demo User 006,FP0000076,2026-06-01T14:20:34+06:00,Pizza Corner Demo,Pizza,Tejgaon,23.769172,90.393478,265,mobile_wallet,cancelled,2026-06-01T17:05:34+06:00,True
USR006,01000000006,Demo User 006,FP0000092,2026-07-02T12:39:06+06:00,Thai Kitchen Demo,Thai,Farmgate,23.75631,90.383181,648,card,delivered,2026-07-02T13:12:06+06:00,True
USR006,01000000006,Demo User 006,FP0000086,2026-07-08T14:53:27+06:00,Kebab House Demo,Kebab,Pallabi,23.825304,90.365605,224,card,delivered,2026-07-08T17:13:27+06:00,True
USR006,01000000006,Demo User 006,FP0000089,2026-07-10T02:58:31+06:00,Cafe Metro Demo,Cafe,Pallabi,23.82143,90.356636,1649,mobile_wallet,delivered,2026-07-10T05:53:31+06:00,True
USR006,01000000006,Demo User 006,FP0000078,2026-07-21T10:58:50+06:00,Kebab House Demo,Kebab,Mohakhali,23.777096,90.393393,658,mobile_wallet,delivered,2026-07-21T13:52:50+06:00,True
USR006,01000000006,Demo User 006,FP0000077,2026-08-04T20:47:28+06:00,Cafe Metro Demo,Cafe,Badda,23.780628,90.430424,1109,mobile_wallet,delivered,2026-08-04T22:00:28+06:00,True
USR007,01000000007,Demo User 007,FP0000096,2026-02-22T23:29:37+06:00,Pizza Corner Demo,Pizza,Wari,23.720371,90.410572,874,cash,delivered,2026-02-23T00:47:37+06:00,True
USR007,01000000007,Demo User 007,FP0000098,2026-03-04T09:45:14+06:00,Thai Kitchen Demo,Thai,Khilgaon,23.748616,90.421929,1176,cash,delivered,2026-03-04T10:27:14+06:00,True
USR007,01000000007,Demo User 007,FP0000102,2026-03-19T04:34:10+06:00,Pizza Corner Demo,Pizza,Mohakhali,23.77467,90.403242,401,card,cancelled,2026-03-19T05:04:10+06:00,True
USR007,01000000007,Demo User 007,FP0000103,2026-03-25T06:01:08+06:00,Rice & Curry Demo,Bangla,Uttara,23.879316,90.374465,1745,mobile_wallet,delivered,2026-03-25T08:35:08+06:00,True
USR007,01000000007,Demo User 007,FP0000093,2026-04-07T01:52:08+06:00,Cafe Metro Demo,Cafe,Pallabi,23.830476,90.367195,1480,mobile_wallet,delivered,2026-04-07T03:48:08+06:00,True
USR007,01000000007,Demo User 007,FP0000097,2026-04-20T12:17:40+06:00,Kebab House Demo,Kebab,Banani,23.795701,90.404307,1771,mobile_wallet,delivered,2026-04-20T13:36:40+06:00,True
USR007,01000000007,Demo User 007,FP0000099,2026-05-17T13:21:59+06:00,Thai Kitchen Demo,Thai,Gulshan,23.794578,90.41448,1302,mobile_wallet,delivered,2026-05-17T14:30:59+06:00,True
USR007,01000000007,Demo User 007,FP0000100,2026-07-06T21:32:29+06:00,Cafe Metro Demo,Cafe,Rampura,23.764394,90.418242,1241,card,delivered,2026-07-06T23:17:29+06:00,True
USR007,01000000007,Demo User 007,FP0000101,2026-07-11T13:44:59+06:00,Pizza Corner Demo,Pizza,Khilgaon,23.744171,90.420027,227,mobile_wallet,delivered,2026-07-11T14:08:59+06:00,True
USR007,01000000007,Demo User 007,FP0000094,2026-07-22T19:31:38+06:00,Thai Kitchen Demo,Thai,Gulshan,23.791012,90.408985,292,card,cancelled,2026-07-22T20:29:38+06:00,True
USR007,01000000007,Demo User 007,FP0000095,2026-07-29T06:02:35+06:00,Chicken Express Demo,Fast Food,Wari,23.712741,90.415265,200,cash,cancelled,2026-07-29T08:43:35+06:00,True
USR008,01000000008,Demo User 008,FP0000123,2026-02-11T23:56:00+06:00,Pizza Corner Demo,Pizza,Old Dhaka,23.707666,90.406715,975,mobile_wallet,delivered,2026-02-12T01:26:00+06:00,True
USR008,01000000008,Demo User 008,FP0000113,2026-03-08T01:18:26+06:00,Thai Kitchen Demo,Thai,Gulshan,23.799371,90.402026,292,cash,delivered,2026-03-08T03:01:26+06:00,True
USR008,01000000008,Demo User 008,FP0000118,2026-03-16T03:35:56+06:00,Rice & Curry Demo,Bangla,Rampura,23.766383,90.419668,1167,mobile_wallet,delivered,2026-03-16T06:31:56+06:00,True
USR008,01000000008,Demo User 008,FP0000105,2026-03-16T22:03:58+06:00,Kebab House Demo,Kebab,Mohammadpur,23.773491,90.362616,800,card,delivered,2026-03-16T23:01:58+06:00,True
USR008,01000000008,Demo User 008,FP0000108,2026-03-19T03:21:36+06:00,Burger Lab Demo,Burgers,Banani,23.789528,90.405287,415,cash,delivered,2026-03-19T03:55:36+06:00,True
USR008,01000000008,Demo User 008,FP0000110,2026-03-24T00:01:29+06:00,Thai Kitchen Demo,Thai,Banani,23.80045,90.408052,1545,card,delivered,2026-03-24T02:47:29+06:00,True
USR008,01000000008,Demo User 008,FP0000122,2026-03-24T17:42:10+06:00,Pizza Corner Demo,Pizza,Old Dhaka,23.708059,90.414594,1071,card,delivered,2026-03-24T19:26:10+06:00,True
USR008,01000000008,Demo User 008,FP0000117,2026-04-01T05:43:57+06:00,Dhaka Biryani Demo,Biryani,Banani,23.799469,90.404683,692,cash,delivered,2026-04-01T06:07:57+06:00,True
USR008,01000000008,Demo User 008,FP0000124,2026-04-09T00:52:49+06:00,Dhaka Biryani Demo,Biryani,Tejgaon,23.766231,90.401592,228,card,in_progress,2026-04-09T02:16:49+06:00,True
USR008,01000000008,Demo User 008,FP0000115,2026-04-23T09:18:06+06:00,Chicken Express Demo,Fast Food,Uttara,23.874741,90.384895,231,card,delivered,2026-04-23T11:31:06+06:00,True
USR008,01000000008,Demo User 008,FP0000114,2026-05-06T20:58:07+06:00,Dhaka Biryani Demo,Biryani,Tejgaon,23.755896,90.390073,619,mobile_wallet,delivered,2026-05-06T23:25:07+06:00,True
USR008,01000000008,Demo User 008,FP0000104,2026-05-07T07:32:17+06:00,Kebab House Demo,Kebab,Khilgaon,23.751344,90.423678,1513,cash,delivered,2026-05-07T08:40:17+06:00,True
USR008,01000000008,Demo User 008,FP0000109,2026-05-19T19:44:45+06:00,Kebab House Demo,Kebab,Gulshan,23.787097,90.405326,1541,cash,delivered,2026-05-19T22:10:45+06:00,True
USR008,01000000008,Demo User 008,FP0000112,2026-05-20T19:43:03+06:00,Burger Lab Demo,Burgers,Mohakhali,23.780992,90.39411,936,card,delivered,2026-05-20T21:00:03+06:00,True
USR008,01000000008,Demo User 008,FP0000119,2026-05-24T02:17:34+06:00,Cafe Metro Demo,Cafe,Uttara,23.881476,90.386337,667,mobile_wallet,cancelled,2026-05-24T05:12:34+06:00,True
USR008,01000000008,Demo User 008,FP0000121,2026-05-30T11:23:21+06:00,Dhaka Biryani Demo,Biryani,Old Dhaka,23.714943,90.410027,1519,card,delivered,2026-05-30T11:52:21+06:00,True
USR008,01000000008,Demo User 008,FP0000120,2026-06-01T12:55:44+06:00,Pizza Corner Demo,Pizza,Mirpur,23.821389,90.368368,314,cash,delivered,2026-06-01T15:40:44+06:00,True
USR008,01000000008,Demo User 008,FP0000111,2026-06-22T08:20:49+06:00,Dhaka Biryani Demo,Biryani,Rampura,23.755478,90.422002,408,card,delivered,2026-06-22T10:21:49+06:00,True
USR008,01000000008,Demo User 008,FP0000107,2026-06-24T01:25:45+06:00,Thai Kitchen Demo,Thai,Motijheel,23.729754,90.411402,767,card,delivered,2026-06-24T01:54:45+06:00,True
USR008,01000000008,Demo User 008,FP0000125,2026-07-05T03:10:17+06:00,Chicken Express Demo,Fast Food,Wari,23.722759,90.413405,716,cash,delivered,2026-07-05T05:47:17+06:00,True
USR008,01000000008,Demo User 008,FP0000106,2026-07-20T04:22:22+06:00,Dhaka Biryani Demo,Biryani,Uttara,23.870706,90.381126,1747,mobile_wallet,delivered,2026-07-20T05:19:22+06:00,True
USR008,01000000008,Demo User 008,FP0000116,2026-07-30T09:48:19+06:00,Dhaka Biryani Demo,Biryani,Shyamoli,23.772456,90.359602,805,card,delivered,2026-07-30T11:04:19+06:00,True
USR009,01000000009,Demo User 009,FP0000127,2026-02-23T13:27:49+06:00,Burger Lab Demo,Burgers,Pallabi,23.828578,90.362605,1182,mobile_wallet,delivered,2026-02-23T14:46:49+06:00,True
USR009,01000000009,Demo User 009,FP0000136,2026-03-04T21:34:01+06:00,Dhaka Biryani Demo,Biryani,Gulshan,23.784989,90.399973,718,mobile_wallet,in_progress,2026-03-04T22:23:01+06:00,True
USR009,01000000009,Demo User 009,FP0000128,2026-03-20T15:05:17+06:00,Chicken Express Demo,Fast Food,Old Dhaka,23.717616,90.411938,1109,mobile_wallet,delivered,2026-03-20T17:41:17+06:00,True
USR009,01000000009,Demo User 009,FP0000139,2026-03-20T21:29:40+06:00,Dhaka Biryani Demo,Biryani,Tejgaon,23.756971,90.386149,1138,card,cancelled,2026-03-21T00:17:40+06:00,True
USR009,01000000009,Demo User 009,FP0000129,2026-03-30T14:55:03+06:00,Dhaka Biryani Demo,Biryani,Badda,23.779947,90.42073,515,cash,delivered,2026-03-30T15:22:03+06:00,True
USR009,01000000009,Demo User 009,FP0000134,2026-04-20T12:51:04+06:00,Pizza Corner Demo,Pizza,Uttara,23.872149,90.373624,1716,mobile_wallet,delivered,2026-04-20T15:31:04+06:00,True
USR009,01000000009,Demo User 009,FP0000130,2026-04-21T14:45:15+06:00,Cafe Metro Demo,Cafe,Farmgate,23.751346,90.39112,1242,card,delivered,2026-04-21T16:06:15+06:00,True
USR009,01000000009,Demo User 009,FP0000131,2026-05-05T18:52:33+06:00,Pizza Corner Demo,Pizza,Wari,23.717954,90.423727,1633,cash,delivered,2026-05-05T21:15:33+06:00,True
USR009,01000000009,Demo User 009,FP0000138,2026-06-01T17:32:52+06:00,Rice & Curry Demo,Bangla,Mohakhali,23.787617,90.402664,1399,card,delivered,2026-06-01T18:16:52+06:00,True
USR009,01000000009,Demo User 009,FP0000137,2026-06-26T14:42:53+06:00,Cafe Metro Demo,Cafe,Dhanmondi,23.738553,90.37291,1253,cash,delivered,2026-06-26T15:51:53+06:00,True
USR009,01000000009,Demo User 009,FP0000132,2026-07-02T03:02:24+06:00,Cafe Metro Demo,Cafe,Shyamoli,23.779399,90.365555,885,card,delivered,2026-07-02T04:31:24+06:00,True
USR009,01000000009,Demo User 009,FP0000126,2026-07-11T08:42:22+06:00,Chicken Express Demo,Fast Food,Tejgaon,23.763511,90.397965,1108,mobile_wallet,delivered,2026-07-11T10:35:22+06:00,True
