index,user_id,phone,customer_name,order_id,order_time,seller_name,product_category,item_count,delivery_area,delivery_lat,delivery_lon,order_amount_bdt,payment_method,order_status,source_updated_at,synthetic,provider_name,rider_id,rider_name,rider_phone,rider_role,rider_vehicle_type,rider_vehicle_number,rider_joined_at,rider_rating,rider_status,rider_primary_area,rider_dataset_activity_count,rider_dataset_completed_count,rider_total_completed_activities,rider_first_activity_at,rider_last_activity_at
21,USR003,+8801354621115,Tania Islam,RKM0000022,2026-03-08T19:35:27+06:00,Boibagan Demo Publications,Religion,2,Motijheel,23.735393,90.416457,2857,cash,processing,2026-03-13T22:35:27+06:00,True,Rokomari,RKM-RDR-011,Sumon Uddin,8801903242764,delivery_rider,Bike,Dhaka-Metro-LA-44-1426,2023-08-04,4.66,active,Motijheel,43,22,1317,2026-02-12T04:42:40+06:00,2026-08-06T08:07:38+06:00
22,USR004,+8801569374252,Mim Rahman,RKM0000023,2026-07-20T22:32:30+06:00,Kalam Demo Publications,Academic,5,Gulshan,23.787888,90.404538,3450,cash,delivered,2026-07-23T12:32:30+06:00,True,Rokomari,RKM-RDR-006,Shamim Karim,8801999724975,delivery_rider,Bike,Dhaka-Metro-LA-31-7317,2023-01-06,4.80,active,Gulshan,49,27,451,2026-02-12T06:57:54+06:00,2026-07-29T17:38:13+06:00
23,USR004,+8801569374252,Mim Rahman,RKM0000024,2026-03-09T08:54:52+06:00,Kalam Demo Publications,Business,2,Bashundhara,23.820922,90.424781,1388,mobile_wallet,processing,2026-03-15T21:54:52+06:00,True,Rokomari,RKM-RDR-003,Parvez Hasan,8801849556978,delivery_rider,Bike,Dhaka-Metro-LA-11-9736,2024-07-20,4.40,active,Bashundhara,48,23,1818,2026-02-10T11:36:34+06:00,2026-08-09T09:20:46+06:00
24,USR004,+8801569374252,Mim Rahman,RKM0000025,2026-04-15T00:39:15+06:00,Pragya Demo Book House,Non-Fiction,5,Wari,23.72635,90.412301,3429,card,delivered,2026-04-19T03:39:15+06:00,True,Rokomari,RKM-RDR-018,Sohel Sarker,8801409053113,delivery_rider,Bicycle,BIC-69174,2024-04-13,4.26,active,Wari,43,27,1288,2026-02-26T19:01:14+06:00,2026-08-07T20:15:31+06:00
25,USR004,+8801569374252,Mim Rahman,RKM0000026,2026-07-09T03:19:56+06:00,Gyanpath Demo Publications,Religion,2,Mohammadpur,23.776543,90.360995,4381,card,delivered,2026-07-13T13:19:56+06:00,True,Rokomari,RKM-RDR-010,Kawsar Hasan,8801752549830,delivery_rider,Bike,Dhaka-Metro-LA-32-8079,2024-06-06,4.23,active,Mohammadpur,50,24,1645,2026-02-11T04:16:48+06:00,2026-08-07T17:24:51+06:00
26,USR004,+8801569374252,Mim Rahman,RKM0000027,2026-04-30T23:46:36+06:00,Kalam Demo Publications,Biography,2,Bashundhara,23.822707,90.421614,1490,mobile_wallet,delivered,2026-05-02T09:46:36+06:00,True,Rokomari,RKM-RDR-003,Parvez Hasan,8801849556978,delivery_rider,Bike,Dhaka-Metro-LA-11-9736,2024-07-20,4.40,active,Bashundhara,48,23,1818,2026-02-10T11:36:34+06:00,2026-08-09T09:20:46+06:00
27,USR004,+8801569374252,Mim Rahman,RKM0000028,2026-06-04T16:06:53+06:00,Sahityaghar Demo Publications,Non-Fiction,5,Mohakhali,23.774453,90.396365,434,mobile_wallet,delivered,2026-06-11T17:06:53+06:00,True,Rokomari,RKM-RDR-009,Nayeem Hasan,8801324471418,delivery_rider,Bike,Dhaka-Metro-LA-34-5388,2024-11-23,4.65,active,Mohakhali,36,19,1188,2026-02-19T08:50:41+06:00,2026-08-02T04:47:49+06:00
28,USR004,+8801569374252,Mim Rahman,RKM0000029,2026-06-11T08:44:13+06:00,Pathshala Demo Books,Fiction,2,Pallabi,23.823354,90.368134,2828,cash,delivered,2026-06-12T07:44:13+06:00,True,Rokomari,RKM-RDR-013,Jubayer Karim,8801590153458,delivery_rider,Bike,Dhaka-Metro-LA-45-1553,2023-09-22,4.72,active,Pallabi,46,20,915,2026-02-11T18:18:56+06:00,2026-08-09T18:40:47+06:00
29,USR005,+8801526187734,Anika Hossain,RKM0000030,2026-05-22T20:40:02+06:00,Natunpata Demo Publication,Fiction,5,Pallabi,23.83284,90.361214,4267,cash,delivered,2026-06-01T03:40:02+06:00,True,Rokomari,RKM-RDR-013,Jubayer Karim,8801590153458,delivery_rider,Bike,Dhaka-Metro-LA-45-1553,2023-09-22,4.72,active,Pallabi,46,20,915,2026-02-11T18:18:56+06:00,2026-08-09T18:40:47+06:00
30,USR005,+8801526187734,Anika Hossain,RKM0000031,2026-07-31T09:46:08+06:00,Natunpata Demo Publication,Academic,1,Rampura,23.756514,90.423868,3592,cash,cancelled,2026-08-04T02:46:08+06:00,True,Rokomari,RKM-RDR-014,Hasan Sarker,8801938904423,delivery_rider,Bike,Dhaka-Metro-LA-21-8928,2023-08-20,4.35,active,Rampura,58,30,832,2026-02-11T14:04:39+06:00,2026-07-31T09:46:08+06:00
31,USR005,+8801526187734,Anika Hossain,RKM0000032,2026-08-02T01:14:52+06:00,Sahityaghar Demo Publications,Business,2,Motijheel,23.733986,90.415253,665,card,delivered,2026-08-06T10:14:52+06:00,True,Rokomari,RKM-RDR-011,Sumon Uddin,8801903242764,delivery_rider,Bike,Dhaka-Metro-LA-44-1426,2023-08-04,4.66,active,Motijheel,43,22,1317,2026-02-12T04:42:40+06:00,2026-08-06T08:07:38+06:00
32,USR005,+8801526187734,Anika Hossain,RKM0000033,2026-04-16T22:35:29+06:00,Pathshala Demo Books,Non-Fiction,4,Banani,23.799962,90.405153,445,card,returned,2026-04-25T04:35:29+06:00,True,Rokomari,RKM-RDR-020,Morshed Kabir,8801942462644,delivery_rider,Bike,Dhaka-Metro-LA-37-3930,2023-03-20,4.46,active,Banani,35,15,1313,2026-02-10T00:48:36+06:00,2026-08-09T15:47:43+06:00
33,USR005,+8801526187734,Anika Hossain,RKM0000034,2026-03-24T03:53:40+06:00,Natunpata Demo Publication,Children,3,Banani,23.797157,90.403498,836,mobile_wallet,cancelled,2026-03-25T13:53:40+06:00,True,Rokomari,RKM-RDR-020,Morshed Kabir,8801942462644,delivery_rider,Bike,Dhaka-Metro-LA-37-3930,2023-03-20,4.46,active,Banani,35,15,1313,2026-02-10T00:48:36+06:00,2026-08-09T15:47:43+06:00
34,USR005,+8801526187734,Anika Hossain,RKM0000035,2026-04-18T10:28:26+06:00,Shikkhaloy Demo Books,Fiction,1,Gulshan,23.794593,90.409836,2092,mobile_wallet,delivered,2026-04-18T12:28:26+06:00,True,Rokomari,RKM-RDR-006,Shamim Karim,8801999724975,delivery_rider,Bike,Dhaka-Metro-LA-31-7317,2023-01-06,4.80,active,Gulshan,49,27,451,2026-02-12T06:57:54+06:00,2026-07-29T17:38:13+06:00
35,USR005,+8801526187734,Anika Hossain,RKM0000036,2026-05-17T00:05:50+06:00,Natunpata Demo Publication,Biography,3,Khilgaon,23.755943,90.434242,4081,mobile_wallet,delivered,2026-05-26T10:05:50+06:00,True,Rokomari,RKM-RDR-007,Noman Rahman,8801316743606,delivery_rider,Bike,Dhaka-Metro-LA-37-5287,2025-09-08,4.70,temporarily_inactive,Khilgaon,53,31,1154,2026-02-11T14:39:35+06:00,2026-08-09T03:13:19+06:00
36,USR005,+8801526187734,Anika Hossain,RKM0000037,2026-03-02T14:19:54+06:00,Kalam Demo Publications,Biography,3,Old Dhaka,23.705671,90.409626,3121,card,cancelled,2026-03-07T11:19:54+06:00,True,Rokomari,RKM-RDR-012,Nadim Chowdhury,8801935031640,delivery_rider,Bicycle,BIC-35405,2023-12-08,4.61,active,Old Dhaka,51,24,1375,2026-02-10T07:52:12+06:00,2026-08-05T01:26:52+06:00
37,USR005,+8801526187734,Anika Hossain,RKM0000038,2026-05-28T14:34:29+06:00,Kalam Demo Publications,Religion,3,Mirpur,23.814396,90.368806,3588,cash,cancelled,2026-05-30T21:34:29+06:00,True,Rokomari,RKM-RDR-008,Mehedi Mia,8801903214455,delivery_rider,Bike,Dhaka-Metro-LA-48-7063,2023-02-20,4.42,active,Mirpur,58,32,333,2026-02-14T18:44:07+06:00,2026-08-08T13:29:34+06:00
38,USR005,+8801526187734,Anika Hossain,RKM0000039,2026-07-29T10:16:40+06:00,Akshar Demo Publications,Biography,2,Rampura,23.763099,90.428537,2045,cash,returned,2026-08-07T00:16:40+06:00,True,Rokomari,RKM-RDR-014,Hasan Sarker,8801938904423,delivery_rider,Bike,Dhaka-Metro-LA-21-8928,2023-08-20,4.35,active,Rampura,58,30,832,2026-02-11T14:04:39+06:00,2026-07-31T09:46:08+06:00
39,USR005,+8801526187734,Anika Hossain,RKM0000040,2026-05-10T12:32:45+06:00,Shikkhaloy Demo Books,Non-Fiction,2,Dhanmondi,23.745924,90.373599,905,cash,delivered,2026-05-18T11:32:45+06:00,True,Rokomari,RKM-RDR-004,Fahim Karim,8801564428282,delivery_rider,Bike,Dhaka-Metro-LA-49-5778,2023-06-10,4.82,active,Dhanmondi,58,29,821,2026-02-14T08:31:15+06:00,2026-08-10T21:30:40+06:00
40,USR005,+8801526187734,Anika Hossain,RKM0000041,2026-03-15T12:50:59+06:00,Akshar Demo Publications,Fiction,3,Khilgaon,23.756098,90.43272,3121,cash,delivered,2026-03-22T05:50:59+06:00,True,Rokomari,RKM-RDR-007,Noman Rahman,8801316743606,delivery_rider,Bike,Dhaka-Metro-LA-37-5287,2025-09-08,4.70,temporarily_inactive,Khilgaon,53,31,1154,2026-02-11T14:39:35+06:00,2026-08-09T03:13:19+06:00
41,USR006,+8801540236353,Sanjida Hasan,RKM0000042,2026-06-04T04:24:13+06:00,Boibagan Demo Publications,Fiction,5,Shyamoli,23.774672,90.359179,1570,card,delivered,2026-06-09T03:24:13+06:00,True,Rokomari,RKM-RDR-015,Mehedi Sheikh,8801376047729,delivery_rider,Bike,Dhaka-Metro-LA-48-9875,2025-11-17,4.56,active,Shyamoli,44,22,1705,2026-02-19T04:20:02+06:00,2026-08-03T03:52:15+06:00
42,USR006,+8801540236353,Sanjida Hasan,RKM0000043,2026-05-06T10:51:12+06:00,Boibagan Demo Publications,Exam Preparation,3,Banani,23.796483,90.412562,3319,cash,processing,2026-05-06T15:51:12+06:00,True,Rokomari,RKM-RDR-020,Morshed Kabir,8801942462644,delivery_rider,Bike,Dhaka-Metro-LA-37-3930,2023-03-20,4.46,active,Banani,35,15,1313,2026-02-10T00:48:36+06:00,2026-08-09T15:47:43+06:00
43,USR006,+8801540236353,Sanjida Hasan,RKM0000044,2026-05-11T13:44:40+06:00,Kalam Demo Publications,Non-Fiction,4,Badda,23.778057,90.430526,1014,cash,delivered,2026-05-13T00:44:40+06:00,True,Rokomari,RKM-RDR-019,Jubayer Sheikh,8801479247170,delivery_rider,Bicycle,BIC-57952,2025-05-30,4.90,active,Badda,26,11,467,2026-02-18T05:10:01+06:00,2026-08-10T02:50:03+06:00
44,USR006,+8801540236353,Sanjida Hasan,RKM0000045,2026-05-10T16:19:22+06:00,Akshar Demo Publications,Non-Fiction,2,Mohakhali,23.778448,90.401692,3747,mobile_wallet,processing,2026-05-15T16:19:22+06:00,True,Rokomari,RKM-RDR-009,Nayeem Hasan,8801324471418,delivery_rider,Bike,Dhaka-Metro-LA-34-5388,2024-11-23,4.65,active,Mohakhali,36,19,1188,2026-02-19T08:50:41+06:00,2026-08-02T04:47:49+06:00
45,USR006,+8801540236353,Sanjida Hasan,RKM0000046,2026-03-26T10:42:09+06:00,Pragya Demo Book House,Biography,3,Motijheel,23.737851,90.416052,4028,mobile_wallet,delivered,2026-04-05T04:42:09+06:00,True,Rokomari,RKM-RDR-011,Sumon Uddin,8801903242764,delivery_rider,Bike,Dhaka-Metro-LA-44-1426,2023-08-04,4.66,active,Motijheel,43,22,1317,2026-02-12T04:42:40+06:00,2026-08-06T08:07:38+06:00
46,USR006,+8801540236353,Sanjida Hasan,RKM0000047,2026-06-01T07:01:34+06:00,Shikkhaloy Demo Books,Science & Technology,5,Badda,23.788495,90.420491,2120,mobile_wallet,processing,2026-06-08T16:01:34+06:00,True,Rokomari,RKM-RDR-019,Jubayer Sheikh,8801479247170,delivery_rider,Bicycle,BIC-57952,2025-05-30,4.90,active,Badda,26,11,467,2026-02-18T05:10:01+06:00,2026-08-10T02:50:03+06:00
47,USR007,+8801414017475,Sadia Chowdhury,RKM0000048,2026-07-08T09:13:28+06:00,Akshar Demo Publications,Exam Preparation,5,Banani,23.802662,90.408468,301,mobile_wallet,processing,2026-07-10T09:13:28+06:00,True,Rokomari,RKM-RDR-002,Sabbir Sheikh,8801646093550,delivery_rider,Bike,Dhaka-Metro-LA-47-8925,2023-01-15,4.78,active,Banani,25,11,869,2026-02-10T18:00:19+06:00,2026-08-10T20:22:38+06:00
48,USR007,+8801414017475,Sadia Chowdhury,RKM0000049,2026-02-27T23:48:35+06:00,Boibagan Demo Publications,Biography,4,Banani,23.795326,90.403643,4105,cash,returned,2026-03-05T17:48:35+06:00,True,Rokomari,RKM-RDR-020,Morshed Kabir,8801942462644,delivery_rider,Bike,Dhaka-Metro-LA-37-3930,2023-03-20,4.46,active,Banani,35,15,1313,2026-02-10T00:48:36+06:00,2026-08-09T15:47:43+06:00
49,USR007,+8801414017475,Sadia Chowdhury,RKM0000050,2026-07-20T12:25:55+06:00,Natunpata Demo Publication,Academic,4,Mirpur,23.828536,90.357946,4345,card,delivered,2026-07-26T23:25:55+06:00,True,Rokomari,RKM-RDR-008,Mehedi Mia,8801903214455,delivery_rider,Bike,Dhaka-Metro-LA-48-7063,2023-02-20,4.42,active,Mirpur,58,32,333,2026-02-14T18:44:07+06:00,2026-08-08T13:29:34+06:00
50,USR007,+8801414017475,Sadia Chowdhury,RKM0000051,2026-06-06T18:06:29+06:00,Pragya Demo Book House,Science & Technology,4,Khilgaon,23.750661,90.428578,4535,cash,processing,2026-06-11T11:06:29+06:00,True,Rokomari,RKM-RDR-007,Noman Rahman,8801316743606,delivery_rider,Bike,Dhaka-Metro-LA-37-5287,2025-09-08,4.70,temporarily_inactive,Khilgaon,53,31,1154,2026-02-11T14:39:35+06:00,2026-08-09T03:13:19+06:00
51,USR007,+8801414017475,Sadia Chowdhury,RKM0000052,2026-03-07T00:23:51+06:00,Gyanpath Demo Publications,Biography,1,Farmgate,23.754575,90.398311,3597,mobile_wallet,processing,2026-03-11T09:23:51+06:00,True,Rokomari,RKM-RDR-005,Tanvir Hasan,8801510283842,delivery_rider,Bicycle,BIC-99533,2024-10-07,4.86,active,Farmgate,51,22,318,2026-02-14T11:05:37+06:00,2026-08-06T15:48:56+06:00
52,USR007,+8801414017475,Sadia Chowdhury,RKM0000053,2026-08-05T11:05:23+06:00,Kalam Demo Publications,History,4,Dhanmondi,23.754068,90.373556,2395,mobile_wallet,processing,2026-08-14T06:05:23+06:00,True,Rokomari,RKM-RDR-004,Fahim Karim,8801564428282,delivery_rider,Bike,Dhaka-Metro-LA-49-5778,2023-06-10,4.82,active,Dhanmondi,58,29,821,2026-02-14T08:31:15+06:00,2026-08-10T21:30:40+06:00
53,USR007,+8801414017475,Sadia Chowdhury,RKM0000054,2026-05-18T05:18:00+06:00,Shikkhaloy Demo Books,Biography,3,Banani,23.788132,90.407573,1404,mobile_wallet,returned,2026-05-25T15:18:00+06:00,True,Rokomari,RKM-RDR-002,Sabbir Sheikh,8801646093550,delivery_rider,Bike,Dhaka-Metro-LA-47-8925,2023-01-15,4.78,active,Banani,25,11,869,2026-02-10T18:00:19+06:00,2026-08-10T20:22:38+06:00
54,USR007,+8801414017475,Sadia Chowdhury,RKM0000055,2026-05-04T01:44:58+06:00,Kalam Demo Publications,Academic,2,Badda,23.778982,90.425988,2314,cash,delivered,2026-05-06T21:44:58+06:00,True,Rokomari,RKM-RDR-019,Jubayer Sheikh,8801479247170,delivery_rider,Bicycle,BIC-57952,2025-05-30,4.90,active,Badda,26,11,467,2026-02-18T05:10:01+06:00,2026-08-10T02:50:03+06:00
55,USR007,+8801414017475,Sadia Chowdhury,RKM0000056,2026-04-25T07:53:13+06:00,Shikkhaloy Demo Books,History,5,Shyamoli,23.778098,90.364722,1211,card,delivered,2026-04-29T12:53:13+06:00,True,Rokomari,RKM-RDR-015,Mehedi Sheikh,8801376047729,delivery_rider,Bike,Dhaka-Metro-LA-48-9875,2025-11-17,4.56,active,Shyamoli,44,22,1705,2026-02-19T04:20:02+06:00,2026-08-03T03:52:15+06:00
56,USR007,+8801414017475,Sadia Chowdhury,RKM0000057,2026-06-23T11:31:02+06:00,Boibagan Demo Publications,Biography,4,Uttara,23.871154,90.385045,4517,cash,delivered,2026-07-03T05:31:02+06:00,True,Rokomari,RKM-RDR-017,Emon Rahman,8801932543816,delivery_rider,Bike,Dhaka-Metro-LA-59-3501,2026-03-29,4.62,active,Uttara,52,27,1300,2026-02-11T17:22:46+06:00,2026-08-06T10:33:58+06:00
57,USR007,+8801414017475,Sadia Chowdhury,RKM0000058,2026-06-07T19:11:48+06:00,Akshar Demo Publications,Religion,5,Uttara,23.867459,90.379125,1854,card,delivered,2026-06-11T08:11:48+06:00,True,Rokomari,RKM-RDR-017,Emon Rahman,8801932543816,delivery_rider,Bike,Dhaka-Metro-LA-59-3501,2026-03-29,4.62,active,Uttara,52,27,1300,2026-02-11T17:22:46+06:00,2026-08-06T10:33:58+06:00
