index,user_id,phone,customer_name,trip_id,request_time,vehicle_type,pickup_area,pickup_lat,pickup_lon,dropoff_area,dropoff_lat,dropoff_lon,distance_km,duration_min,fare_bdt,trip_status,source_updated_at,synthetic,provider_name,rider_id,rider_name,rider_phone,rider_role,rider_vehicle_type,rider_vehicle_number,rider_joined_at,rider_rating,rider_status,rider_primary_area,rider_dataset_activity_count,rider_dataset_completed_count,rider_total_completed_activities,rider_first_activity_at,rider_last_activity_at
10,USR001,+8801584323851,Sanjida Khan,PTH-RIDE-0000011,2026-05-19T18:24:47+06:00,Bike,Uttara,23.883685,90.371733,Motijheel,23.724608,90.422518,3.0,66,99,completed,2026-05-19T19:40:47+06:00,True,Pathao,PTH-DRV-002,Sabbir Ali,8801715535227,driver,Bike,Dhaka-Metro-LA-43-4404,2024-01-15,4.70,active,Uttara,47,34,1379,2026-02-14T01:39:55+06:00,2026-08-09T11:23:20+06:00
11,USR001,+8801584323851,Sanjida Khan,PTH-RIDE-0000012,2026-07-15T06:54:12+06:00,Car,Gulshan,23.796754,90.405332,Pallabi,23.823609,90.361057,10.3,47,432,completed,2026-07-15T07:46:12+06:00,True,Pathao,PTH-DRV-015,Sumon Ahmed,8801592246260,driver,Car,Dhaka-Metro-GA-47-2377,2024-09-19,4.91,temporarily_inactive,Gulshan,51,33,344,2026-02-20T06:37:41+06:00,2026-08-08T17:20:03+06:00
12,USR001,+8801584323851,Sanjida Khan,PTH-RIDE-0000013,2026-07-09T05:34:16+06:00,Car,Banani,23.788457,90.399905,Bashundhara,23.817834,90.421694,3.32,45,186,completed,2026-07-09T06:36:16+06:00,True,Pathao,PTH-DRV-011,Mamun Khan,8801426550582,driver,Car,Dhaka-Metro-GA-36-9704,2025-07-14,4.26,active,Banani,45,31,1368,2026-02-20T14:11:58+06:00,2026-08-06T12:43:24+06:00
13,USR001,+8801584323851,Sanjida Khan,PTH-RIDE-0000014,2026-02-26T06:37:11+06:00,Bike,Badda,23.784141,90.421971,Mohammadpur,23.775682,90.354681,20.93,75,419,cancelled_by_rider,2026-02-26T07:54:11+06:00,True,Pathao,PTH-DRV-004,Noman Islam,8801433479792,driver,Bike,Dhaka-Metro-LA-16-4147,2024-04-07,4.84,active,Badda,45,26,1163,2026-02-10T19:35:38+06:00,2026-08-06T22:59:51+06:00
14,USR001,+8801584323851,Sanjida Khan,PTH-RIDE-0000015,2026-04-30T13:26:01+06:00,Premium Car,Mohakhali,23.784823,90.398409,Rampura,23.769223,90.426045,20.84,45,991,completed,2026-04-30T14:29:01+06:00,True,Pathao,PTH-DRV-022,Rony Ahmed,8801406140466,driver,Premium Car,Dhaka-Metro-GA-14-3862,2024-03-08,4.36,active,Mohakhali,49,32,280,2026-02-19T05:07:42+06:00,2026-08-10T16:43:15+06:00
15,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000016,2026-07-20T11:52:35+06:00,Bike,Khilgaon,23.744711,90.42108,Pallabi,23.832679,90.357721,15.36,74,359,completed,2026-07-20T13:22:35+06:00,True,Pathao,PTH-DRV-003,Emon Mollah,8801458656775,driver,Bike,Dhaka-Metro-LA-44-1806,2025-05-16,4.33,active,Wari,47,33,1457,2026-02-15T14:20:09+06:00,2026-08-05T18:34:40+06:00
16,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000017,2026-06-23T01:00:07+06:00,Car,Banani,23.794402,90.403307,Dhanmondi,23.749681,90.38393,13.47,71,540,completed,2026-06-23T02:36:07+06:00,True,Pathao,PTH-DRV-011,Mamun Khan,8801426550582,driver,Car,Dhaka-Metro-GA-36-9704,2025-07-14,4.26,active,Banani,45,31,1368,2026-02-20T14:11:58+06:00,2026-08-06T12:43:24+06:00
17,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000018,2026-05-23T03:18:19+06:00,Bike,Khilgaon,23.752466,90.427238,Rampura,23.767315,90.417891,13.9,39,279,cancelled_by_rider,2026-05-23T04:10:19+06:00,True,Pathao,PTH-DRV-002,Sabbir Ali,8801715535227,driver,Bike,Dhaka-Metro-LA-43-4404,2024-01-15,4.70,active,Uttara,47,34,1379,2026-02-14T01:39:55+06:00,2026-08-09T11:23:20+06:00
18,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000019,2026-03-21T08:49:09+06:00,Car,Pallabi,23.822766,90.365358,Tejgaon,23.758881,90.388722,8.89,33,442,completed,2026-03-21T09:32:09+06:00,True,Pathao,PTH-DRV-012,Sakib Mahmud,8801701651316,driver,Car,Dhaka-Metro-GA-26-4203,2025-11-08,4.74,active,Bashundhara,50,31,1374,2026-02-18T14:40:42+06:00,2026-08-10T20:12:47+06:00
19,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000020,2026-03-23T15:06:43+06:00,Premium Car,Banani,23.797792,90.407681,Gulshan,23.787445,90.407109,18.14,80,833,cancelled_by_user,2026-03-23T16:47:43+06:00,True,Pathao,PTH-DRV-022,Rony Ahmed,8801406140466,driver,Premium Car,Dhaka-Metro-GA-14-3862,2024-03-08,4.36,active,Mohakhali,49,32,280,2026-02-19T05:07:42+06:00,2026-08-10T16:43:15+06:00
20,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000021,2026-05-28T03:50:07+06:00,Premium Car,Mirpur,23.823316,90.373809,Farmgate,23.751214,90.393047,15.51,46,781,completed,2026-05-28T04:46:07+06:00,True,Pathao,PTH-DRV-021,Shuvo Chowdhury,8801396729644,driver,Premium Car,Dhaka-Metro-GA-18-5728,2024-05-09,4.49,active,Mirpur,61,41,785,2026-02-10T13:58:31+06:00,2026-08-07T01:44:36+06:00
21,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000022,2026-05-13T23:52:30+06:00,Premium Car,Gulshan,23.78449,90.407252,Motijheel,23.729542,90.416055,5.2,76,418,completed,2026-05-14T01:19:30+06:00,True,Pathao,PTH-DRV-019,Tanvir Hossain,8801568844033,driver,Premium Car,Dhaka-Metro-GA-43-7960,2024-08-01,4.63,active,Gulshan,60,39,678,2026-02-13T02:57:39+06:00,2026-08-10T06:23:33+06:00
22,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000023,2026-02-19T05:07:42+06:00,Premium Car,Mohakhali,23.783152,90.398994,Bashundhara,23.822522,90.41667,9.42,65,576,completed,2026-02-19T06:23:42+06:00,True,Pathao,PTH-DRV-022,Rony Ahmed,8801406140466,driver,Premium Car,Dhaka-Metro-GA-14-3862,2024-03-08,4.36,active,Mohakhali,49,32,280,2026-02-19T05:07:42+06:00,2026-08-10T16:43:15+06:00
23,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000024,2026-03-01T06:08:48+06:00,Car,Bashundhara,23.814486,90.422794,Mohammadpur,23.7675,90.358085,23.73,73,862,completed,2026-03-01T07:34:48+06:00,True,Pathao,PTH-DRV-012,Sakib Mahmud,8801701651316,driver,Car,Dhaka-Metro-GA-26-4203,2025-11-08,4.74,active,Bashundhara,50,31,1374,2026-02-18T14:40:42+06:00,2026-08-10T20:12:47+06:00
24,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000025,2026-04-27T14:36:17+06:00,Bike,Uttara,23.873085,90.377115,Mohammadpur,23.77192,90.365433,1.91,57,60,completed,2026-04-27T15:49:17+06:00,True,Pathao,PTH-DRV-002,Sabbir Ali,8801715535227,driver,Bike,Dhaka-Metro-LA-43-4404,2024-01-15,4.70,active,Uttara,47,34,1379,2026-02-14T01:39:55+06:00,2026-08-09T11:23:20+06:00
25,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000026,2026-04-18T06:38:02+06:00,Premium Car,Shyamoli,23.766132,90.363725,Badda,23.778178,90.430763,15.07,15,751,completed,2026-04-18T06:57:02+06:00,True,Pathao,PTH-DRV-019,Tanvir Hossain,8801568844033,driver,Premium Car,Dhaka-Metro-GA-43-7960,2024-08-01,4.63,active,Gulshan,60,39,678,2026-02-13T02:57:39+06:00,2026-08-10T06:23:33+06:00
26,USR002,+8801757183416,Rakib Jahan,PTH-RIDE-0000027,2026-07-24T20:38:17+06:00,Car,Wari,23.727196,90.412653,Mohakhali,23.771642,90.390877,16.91,45,625,completed,2026-07-24T21:25:17+06:00,True,Pathao,PTH-DRV-009,Shakil Mahmud,8801713605120,driver,Car,Dhaka-Metro-GA-18-9142,2026-02-13,4.51,active,Wari,51,33,1315,2026-02-13T19:17:45+06:00,2026-08-09T23:46:24+06:00
27,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000028,2026-03-13T07:47:53+06:00,Car,Mohakhali,23.772291,90.39728,Farmgate,23.759334,90.392911,5.63,67,293,completed,2026-03-13T09:06:53+06:00,True,Pathao,PTH-DRV-010,Zahid Chowdhury,8801738695856,driver,Car,Dhaka-Metro-GA-12-2328,2024-05-16,4.86,active,Badda,44,28,403,2026-02-10T07:45:59+06:00,2026-08-10T20:38:42+06:00
28,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000029,2026-05-28T01:13:51+06:00,Bike,Rampura,23.752998,90.416145,Motijheel,23.736712,90.410776,8.65,65,217,completed,2026-05-28T02:29:51+06:00,True,Pathao,PTH-DRV-006,Sohel Mia,8801413282469,driver,Bike,Dhaka-Metro-LA-42-7072,2023-11-20,4.46,active,Bashundhara,56,39,678,2026-02-11T19:34:53+06:00,2026-07-27T18:56:51+06:00
29,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000030,2026-05-07T09:57:45+06:00,Car,Tejgaon,23.769607,90.387922,Farmgate,23.75597,90.380972,24.63,34,881,cancelled_by_user,2026-05-07T10:54:45+06:00,True,Pathao,PTH-DRV-009,Shakil Mahmud,8801713605120,driver,Car,Dhaka-Metro-GA-18-9142,2026-02-13,4.51,active,Wari,51,33,1315,2026-02-13T19:17:45+06:00,2026-08-09T23:46:24+06:00
30,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000031,2026-02-20T06:37:41+06:00,Car,Mirpur,23.823667,90.361217,Shyamoli,23.780745,90.360024,1.78,30,181,completed,2026-02-20T07:27:41+06:00,True,Pathao,PTH-DRV-015,Sumon Ahmed,8801592246260,driver,Car,Dhaka-Metro-GA-47-2377,2024-09-19,4.91,temporarily_inactive,Gulshan,51,33,344,2026-02-20T06:37:41+06:00,2026-08-08T17:20:03+06:00
31,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000032,2026-06-14T19:03:42+06:00,Premium Car,Old Dhaka,23.708106,90.407852,Mohammadpur,23.763994,90.357171,9.47,70,564,completed,2026-06-14T20:38:42+06:00,True,Pathao,PTH-DRV-019,Tanvir Hossain,8801568844033,driver,Premium Car,Dhaka-Metro-GA-43-7960,2024-08-01,4.63,active,Gulshan,60,39,678,2026-02-13T02:57:39+06:00,2026-08-10T06:23:33+06:00
32,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000033,2026-08-02T20:56:10+06:00,Bike,Uttara,23.874384,90.381661,Pallabi,23.829792,90.36338,12.44,8,274,cancelled_by_rider,2026-08-02T21:20:10+06:00,True,Pathao,PTH-DRV-002,Sabbir Ali,8801715535227,driver,Bike,Dhaka-Metro-LA-43-4404,2024-01-15,4.70,active,Uttara,47,34,1379,2026-02-14T01:39:55+06:00,2026-08-09T11:23:20+06:00
33,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000034,2026-06-12T19:56:00+06:00,Bike,Motijheel,23.729462,90.423598,Tejgaon,23.757463,90.394953,14.13,36,333,completed,2026-06-12T20:51:00+06:00,True,Pathao,PTH-DRV-002,Sabbir Ali,8801715535227,driver,Bike,Dhaka-Metro-LA-43-4404,2024-01-15,4.70,active,Uttara,47,34,1379,2026-02-14T01:39:55+06:00,2026-08-09T11:23:20+06:00
34,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000035,2026-06-16T00:48:21+06:00,Bike,Mohakhali,23.771806,90.39895,Banani,23.788397,90.412302,12.43,41,325,completed,2026-06-16T01:53:21+06:00,True,Pathao,PTH-DRV-002,Sabbir Ali,8801715535227,driver,Bike,Dhaka-Metro-LA-43-4404,2024-01-15,4.70,active,Uttara,47,34,1379,2026-02-14T01:39:55+06:00,2026-08-09T11:23:20+06:00
35,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000036,2026-07-21T19:43:31+06:00,Premium Car,Farmgate,23.751399,90.396684,Old Dhaka,23.715033,90.402291,16.41,42,799,completed,2026-07-21T20:30:31+06:00,True,Pathao,PTH-DRV-018,Riyad Khan,8801895144376,driver,Premium Car,Dhaka-Metro-GA-42-9702,2025-06-18,4.52,active,Farmgate,48,32,1798,2026-03-16T13:11:54+06:00,2026-08-10T14:18:39+06:00
36,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000037,2026-04-23T04:50:21+06:00,Bike,Uttara,23.879938,90.381738,Mohammadpur,23.761976,90.350247,8.8,9,241,completed,2026-04-23T05:06:21+06:00,True,Pathao,PTH-DRV-002,Sabbir Ali,8801715535227,driver,Bike,Dhaka-Metro-LA-43-4404,2024-01-15,4.70,active,Uttara,47,34,1379,2026-02-14T01:39:55+06:00,2026-08-09T11:23:20+06:00
37,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000038,2026-05-27T23:29:29+06:00,Premium Car,Gulshan,23.791937,90.398898,Dhanmondi,23.752861,90.371669,21.14,37,995,completed,2026-05-28T00:26:29+06:00,True,Pathao,PTH-DRV-019,Tanvir Hossain,8801568844033,driver,Premium Car,Dhaka-Metro-GA-43-7960,2024-08-01,4.63,active,Gulshan,60,39,678,2026-02-13T02:57:39+06:00,2026-08-10T06:23:33+06:00
38,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000039,2026-04-26T13:23:06+06:00,Car,Shyamoli,23.781995,90.367388,Tejgaon,23.758477,90.385931,8.08,50,432,cancelled_by_user,2026-04-26T14:37:06+06:00,True,Pathao,PTH-DRV-010,Zahid Chowdhury,8801738695856,driver,Car,Dhaka-Metro-GA-12-2328,2024-05-16,4.86,active,Badda,44,28,403,2026-02-10T07:45:59+06:00,2026-08-10T20:38:42+06:00
39,USR003,+8801354621115,Tania Islam,PTH-RIDE-0000040,2026-06-04T10:56:31+06:00,Car,Tejgaon,23.758064,90.394064,Badda,23.787848,90.43117,20.85,16,797,completed,2026-06-04T11:26:31+06:00,True,Pathao,PTH-DRV-009,Shakil Mahmud,8801713605120,driver,Car,Dhaka-Metro-GA-18-9142,2026-02-13,4.51,active,Wari,51,33,1315,2026-02-13T19:17:45+06:00,2026-08-09T23:46:24+06:00
40,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000041,2026-02-12T21:20:28+06:00,Car,Motijheel,23.727899,90.42617,Badda,23.773397,90.426049,23.52,9,870,cancelled_by_user,2026-02-12T21:37:28+06:00,True,Pathao,PTH-DRV-013,Noman Sheikh,8801702482414,driver,Car,Dhaka-Metro-GA-32-1635,2024-02-24,4.40,active,Dhanmondi,57,37,919,2026-02-12T18:33:16+06:00,2026-08-07T07:51:54+06:00
41,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000042,2026-06-14T21:32:53+06:00,Bike,Banani,23.795144,90.403973,Shyamoli,23.767963,90.364469,10.7,8,309,completed,2026-06-14T22:05:53+06:00,True,Pathao,PTH-DRV-005,Mizan Hasan,8801356392834,driver,Bike,Dhaka-Metro-LA-18-8731,2023-05-02,4.42,active,Banani,52,34,1623,2026-02-15T11:45:22+06:00,2026-08-04T01:29:10+06:00
42,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000043,2026-02-27T08:34:34+06:00,Bike,Mirpur,23.821291,90.365314,Motijheel,23.727978,90.422936,17.46,38,377,cancelled_by_user,2026-02-27T09:29:34+06:00,True,Pathao,PTH-DRV-008,Al Amin Sarker,8801690558459,driver,Bike,Dhaka-Metro-LA-55-6224,2023-03-18,4.43,active,Farmgate,41,26,1395,2026-02-12T12:34:17+06:00,2026-08-07T03:04:20+06:00
43,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000044,2026-05-11T22:46:48+06:00,Bike,Farmgate,23.761457,90.380876,Khilgaon,23.749215,90.430871,18.77,64,461,completed,2026-05-12T00:14:48+06:00,True,Pathao,PTH-DRV-008,Al Amin Sarker,8801690558459,driver,Bike,Dhaka-Metro-LA-55-6224,2023-03-18,4.43,active,Farmgate,41,26,1395,2026-02-12T12:34:17+06:00,2026-08-07T03:04:20+06:00
44,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000045,2026-06-02T00:32:42+06:00,Bike,Mohammadpur,23.777336,90.354075,Mirpur,23.827976,90.36054,13.64,62,316,completed,2026-06-02T01:43:42+06:00,True,Pathao,PTH-DRV-005,Mizan Hasan,8801356392834,driver,Bike,Dhaka-Metro-LA-18-8731,2023-05-02,4.42,active,Banani,52,34,1623,2026-02-15T11:45:22+06:00,2026-08-04T01:29:10+06:00
45,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000046,2026-02-28T03:59:45+06:00,Bike,Bashundhara,23.816434,90.428039,Uttara,23.87477,90.385075,17.87,47,409,cancelled_by_user,2026-02-28T05:00:45+06:00,True,Pathao,PTH-DRV-006,Sohel Mia,8801413282469,driver,Bike,Dhaka-Metro-LA-42-7072,2023-11-20,4.46,active,Bashundhara,56,39,678,2026-02-11T19:34:53+06:00,2026-07-27T18:56:51+06:00
46,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000047,2026-02-17T07:27:13+06:00,Premium Car,Dhanmondi,23.745617,90.381792,Rampura,23.769101,90.418435,11.72,67,655,cancelled_by_user,2026-02-17T08:56:13+06:00,True,Pathao,PTH-DRV-017,Rubel Hossain,8801596800093,driver,Premium Car,Dhaka-Metro-GA-59-1389,2023-10-30,4.39,active,Dhanmondi,43,24,856,2026-02-13T21:12:16+06:00,2026-07-24T19:50:49+06:00
47,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000048,2026-06-21T10:33:43+06:00,Car,Tejgaon,23.770702,90.394071,Banani,23.796758,90.401041,2.38,22,210,completed,2026-06-21T11:16:43+06:00,True,Pathao,PTH-DRV-015,Sumon Ahmed,8801592246260,driver,Car,Dhaka-Metro-GA-47-2377,2024-09-19,4.91,temporarily_inactive,Gulshan,51,33,344,2026-02-20T06:37:41+06:00,2026-08-08T17:20:03+06:00
48,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000049,2026-06-08T11:45:53+06:00,Car,Banani,23.787872,90.40918,Motijheel,23.728421,90.414777,15.83,26,633,completed,2026-06-08T12:34:53+06:00,True,Pathao,PTH-DRV-011,Mamun Khan,8801426550582,driver,Car,Dhaka-Metro-GA-36-9704,2025-07-14,4.26,active,Banani,45,31,1368,2026-02-20T14:11:58+06:00,2026-08-06T12:43:24+06:00
49,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000050,2026-05-04T02:28:27+06:00,Car,Khilgaon,23.755093,90.427886,Tejgaon,23.757766,90.398668,11.57,30,437,completed,2026-05-04T03:16:27+06:00,True,Pathao,PTH-DRV-016,Imran Karim,8801417391915,driver,Car,Dhaka-Metro-GA-50-2706,2024-09-14,4.65,active,Khilgaon,43,28,1106,2026-02-13T07:06:14+06:00,2026-08-04T07:56:48+06:00
50,USR004,+8801569374252,Mim Rahman,PTH-RIDE-0000051,2026-07-15T16:05:58+06:00,Premium Car,Shyamoli,23.781792,90.364725,Mohammadpur,23.76091,90.365284,18.03,69,823,cancelled_by_user,2026-07-15T17:26:58+06:00,True,Pathao,PTH-DRV-021,Shuvo Chowdhury,8801396729644,driver,Premium Car,Dhaka-Metro-GA-18-5728,2024-05-09,4.49,active,Mirpur,61,41,785,2026-02-10T13:58:31+06:00,2026-08-07T01:44:36+06:00
51,USR005,+8801526187734,Anika Hossain,PTH-RIDE-0000052,2026-03-15T21:55:47+06:00,Car,Mirpur,23.815531,90.357648,Gulshan,23.793241,90.406133,19.59,45,694,cancelled_by_rider,2026-03-15T22:59:47+06:00,True,Pathao,PTH-DRV-013,Noman Sheikh,8801702482414,driver,Car,Dhaka-Metro-GA-32-1635,2024-02-24,4.40,active,Dhanmondi,57,37,919,2026-02-12T18:33:16+06:00,2026-08-07T07:51:54+06:00
52,USR005,+8801526187734,Anika Hossain,PTH-RIDE-0000053,2026-06-04T15:43:52+06:00,Car,Banani,23.793572,90.405918,Mohakhali,23.777784,90.39954,11.16,13,476,cancelled_by_user,2026-06-04T16:19:52+06:00,True,Pathao,PTH-DRV-011,Mamun Khan,8801426550582,driver,Car,Dhaka-Metro-GA-36-9704,2025-07-14,4.26,active,Banani,45,31,1368,2026-02-20T14:11:58+06:00,2026-08-06T12:43:24+06:00
53,USR005,+8801526187734,Anika Hossain,PTH-RIDE-0000054,2026-04-10T03:42:08+06:00,Car,Mirpur,23.823938,90.371697,Old Dhaka,23.705338,90.404658,4.09,43,293,completed,2026-04-10T04:50:08+06:00,True,Pathao,PTH-DRV-009,Shakil Mahmud,8801713605120,driver,Car,Dhaka-Metro-GA-18-9142,2026-02-13,4.51,active,Wari,51,33,1315,2026-02-13T19:17:45+06:00,2026-08-09T23:46:24+06:00
54,USR005,+8801526187734,Anika Hossain,PTH-RIDE-0000055,2026-06-06T05:47:34+06:00,Car,Dhanmondi,23.740706,90.379466,Banani,23.80036,90.403193,9.7,61,389,completed,2026-06-06T06:58:34+06:00,True,Pathao,PTH-DRV-013,Noman Sheikh,8801702482414,driver,Car,Dhaka-Metro-GA-32-1635,2024-02-24,4.40,active,Dhanmondi,57,37,919,2026-02-12T18:33:16+06:00,2026-08-07T07:51:54+06:00
55,USR005,+8801526187734,Anika Hossain,PTH-RIDE-0000056,2026-04-17T05:38:19+06:00,Premium Car,Gulshan,23.790007,90.414031,Pallabi,23.837935,90.359444,17.48,61,834,completed,2026-04-17T06:52:19+06:00,True,Pathao,PTH-DRV-019,Tanvir Hossain,8801568844033,driver,Premium Car,Dhaka-Metro-GA-43-7960,2024-08-01,4.63,active,Gulshan,60,39,678,2026-02-13T02:57:39+06:00,2026-08-10T06:23:33+06:00
56,USR005,+8801526187734,Anika Hossain,PTH-RIDE-0000057,2026-02-14T21:54:34+06:00,Bike,Shyamoli,23.769993,90.368454,Banani,23.80012,90.41425,7.08,65,172,cancelled_by_rider,2026-02-14T23:08:34+06:00,True,Pathao,PTH-DRV-006,Sohel Mia,8801413282469,driver,Bike,Dhaka-Metro-LA-42-7072,2023-11-20,4.46,active,Bashundhara,56,39,678,2026-02-11T19:34:53+06:00,2026-07-27T18:56:51+06:00
