index,user_id,phone,customer_name,order_id,order_time,restaurant_name,restaurant_category,delivery_area,delivery_lat,delivery_lon,order_amount_bdt,payment_method,order_status,source_updated_at,synthetic,provider_name,rider_id,rider_name,rider_phone,rider_role,rider_vehicle_type,rider_vehicle_number,rider_joined_at,rider_rating,rider_status,rider_primary_area,rider_dataset_activity_count,rider_dataset_completed_count,rider_total_completed_activities,rider_first_activity_at,rider_last_activity_at
10,USR001,+8801584323851,Sanjida Khan,FDI0000011,2026-04-06T12:07:25+06:00,Foodi Demo Kitchen 02,Fast Food,Dhanmondi,23.751267,90.376046,1627,card,cancelled,2026-04-06T14:04:25+06:00,True,Foodi,FDI-RDR-004,Arif Mahmud,8801854692697,delivery_rider,Bike,Dhaka-Metro-LA-31-2968,2025-07-12,4.47,active,Dhanmondi,34,22,1435,2026-02-20T13:46:59+06:00,2026-08-05T20:00:40+06:00
11,USR002,+8801757183416,Rakib Jahan,FDI0000012,2026-04-03T14:02:57+06:00,Foodi Demo Kitchen 07,Thai,Shyamoli,23.774662,90.368251,1194,card,delivered,2026-04-03T16:12:57+06:00,True,Foodi,FDI-RDR-015,Al Amin Ahmed,8801422934517,delivery_rider,Bike,Dhaka-Metro-LA-24-2387,2025-07-31,4.60,active,Shyamoli,43,20,343,2026-02-15T20:41:46+06:00,2026-08-10T01:54:52+06:00
12,USR002,+8801757183416,Rakib Jahan,FDI0000013,2026-06-30T17:24:18+06:00,Foodi Demo Kitchen 06,Burgers,Mohakhali,23.775865,90.405788,741,cash,delivered,2026-06-30T20:49:18+06:00,True,Foodi,FDI-RDR-009,Mahmud Ali,8801453596488,delivery_rider,Bike,Dhaka-Metro-LA-50-1637,2024-06-25,4.64,active,Mohakhali,67,33,309,2026-02-10T09:51:53+06:00,2026-08-10T22:36:11+06:00
13,USR002,+8801757183416,Rakib Jahan,FDI0000014,2026-02-11T04:00:15+06:00,Foodi Demo Kitchen 02,Fast Food,Gulshan,23.784159,90.403496,240,cash,delivered,2026-02-11T06:49:15+06:00,True,Foodi,FDI-RDR-006,Hasan Mahmud,8801309144811,delivery_rider,Bike,Dhaka-Metro-LA-24-6061,2023-05-09,4.71,active,Gulshan,53,31,1075,2026-02-11T04:00:15+06:00,2026-08-05T08:02:50+06:00
14,USR002,+8801757183416,Rakib Jahan,FDI0000015,2026-06-22T15:26:10+06:00,Foodi Demo Kitchen 08,Kebab,Shyamoli,23.768663,90.358003,998,card,delivered,2026-06-22T17:58:10+06:00,True,Foodi,FDI-RDR-015,Al Amin Ahmed,8801422934517,delivery_rider,Bike,Dhaka-Metro-LA-24-2387,2025-07-31,4.60,active,Shyamoli,43,20,343,2026-02-15T20:41:46+06:00,2026-08-10T01:54:52+06:00
15,USR002,+8801757183416,Rakib Jahan,FDI0000016,2026-06-29T12:56:36+06:00,Foodi Demo Kitchen 04,Cafe,Uttara,23.873954,90.374664,805,cash,delivered,2026-06-29T14:19:36+06:00,True,Foodi,FDI-RDR-017,Tuhin Kabir,8801437966170,delivery_rider,Bike,Dhaka-Metro-LA-31-7414,2026-03-12,4.47,active,Uttara,56,36,899,2026-02-12T19:30:05+06:00,2026-08-02T10:56:53+06:00
16,USR002,+8801757183416,Rakib Jahan,FDI0000017,2026-04-22T11:49:03+06:00,Foodi Demo Kitchen 05,Pizza,Farmgate,23.748906,90.394018,396,mobile_wallet,refunded,2026-04-22T14:23:03+06:00,True,Foodi,FDI-RDR-023,Shahadat Hasan,8801754954467,delivery_rider,Bike,Dhaka-Metro-LA-51-6371,2025-12-07,4.56,active,Farmgate,36,23,1181,2026-02-18T00:50:59+06:00,2026-08-06T11:04:59+06:00
17,USR002,+8801757183416,Rakib Jahan,FDI0000018,2026-06-20T09:18:21+06:00,Foodi Demo Kitchen 01,Bangla,Dhanmondi,23.74363,90.380301,1529,mobile_wallet,delivered,2026-06-20T12:32:21+06:00,True,Foodi,FDI-RDR-004,Arif Mahmud,8801854692697,delivery_rider,Bike,Dhaka-Metro-LA-31-2968,2025-07-12,4.47,active,Dhanmondi,34,22,1435,2026-02-20T13:46:59+06:00,2026-08-05T20:00:40+06:00
18,USR002,+8801757183416,Rakib Jahan,FDI0000019,2026-04-20T19:44:36+06:00,Foodi Demo Kitchen 03,Biryani,Tejgaon,23.756425,90.389466,510,mobile_wallet,delivered,2026-04-20T21:51:36+06:00,True,Foodi,FDI-RDR-016,Noman Mollah,8801385740882,delivery_rider,Bike,Dhaka-Metro-LA-22-3253,2025-12-03,4.49,active,Tejgaon,49,28,819,2026-02-13T23:12:09+06:00,2026-08-05T05:30:47+06:00
19,USR002,+8801757183416,Rakib Jahan,FDI0000020,2026-02-23T05:54:40+06:00,Foodi Demo Kitchen 07,Thai,Rampura,23.763853,90.414384,1561,card,delivered,2026-02-23T07:23:40+06:00,True,Foodi,FDI-RDR-014,Sabbir Ahmed,8801739856270,delivery_rider,Bike,Dhaka-Metro-LA-13-2488,2024-03-05,4.91,active,Rampura,71,47,1187,2026-02-10T02:57:10+06:00,2026-08-07T14:03:06+06:00
20,USR002,+8801757183416,Rakib Jahan,FDI0000021,2026-06-04T05:25:29+06:00,Foodi Demo Kitchen 08,Kebab,Tejgaon,23.759563,90.395968,1158,mobile_wallet,cancelled,2026-06-04T05:56:29+06:00,True,Foodi,FDI-RDR-016,Noman Mollah,8801385740882,delivery_rider,Bike,Dhaka-Metro-LA-22-3253,2025-12-03,4.49,active,Tejgaon,49,28,819,2026-02-13T23:12:09+06:00,2026-08-05T05:30:47+06:00
21,USR002,+8801757183416,Rakib Jahan,FDI0000022,2026-08-02T07:53:18+06:00,Foodi Demo Kitchen 03,Biryani,Mohammadpur,23.769669,90.364278,692,card,delivered,2026-08-02T11:17:18+06:00,True,Foodi,FDI-RDR-010,Shuvo Kabir,8801941100059,delivery_rider,Bike,Dhaka-Metro-LA-31-8053,2024-10-07,4.30,active,Mohammadpur,59,37,808,2026-02-11T13:16:22+06:00,2026-08-10T20:09:48+06:00
22,USR002,+8801757183416,Rakib Jahan,FDI0000023,2026-02-21T00:02:54+06:00,Foodi Demo Kitchen 01,Bangla,Badda,23.777155,90.435688,661,cash,delivered,2026-02-21T00:59:54+06:00,True,Foodi,FDI-RDR-001,Nahid Ali,8801862610128,delivery_rider,Bike,Dhaka-Metro-LA-30-5508,2024-10-09,4.84,active,Badda,24,15,971,2026-02-13T19:01:33+06:00,2026-07-28T10:35:20+06:00
23,USR002,+8801757183416,Rakib Jahan,FDI0000024,2026-03-03T08:01:50+06:00,Foodi Demo Kitchen 04,Cafe,Mohammadpur,23.759903,90.358653,357,mobile_wallet,cancelled,2026-03-03T09:56:50+06:00,True,Foodi,FDI-RDR-010,Shuvo Kabir,8801941100059,delivery_rider,Bike,Dhaka-Metro-LA-31-8053,2024-10-07,4.30,active,Mohammadpur,59,37,808,2026-02-11T13:16:22+06:00,2026-08-10T20:09:48+06:00
24,USR002,+8801757183416,Rakib Jahan,FDI0000025,2026-06-09T12:22:32+06:00,Foodi Demo Kitchen 02,Fast Food,Khilgaon,23.751634,90.429805,569,mobile_wallet,delivered,2026-06-09T15:20:32+06:00,True,Foodi,FDI-RDR-007,Shakil Sarker,8801645088972,delivery_rider,Bike,Dhaka-Metro-LA-51-7903,2024-11-22,4.89,active,Khilgaon,63,46,238,2026-02-12T07:27:28+06:00,2026-08-08T00:12:25+06:00
25,USR003,+8801354621115,Tania Islam,FDI0000026,2026-04-19T17:10:38+06:00,Foodi Demo Kitchen 06,Burgers,Mohammadpur,23.761779,90.357559,1593,cash,cancelled,2026-04-19T19:47:38+06:00,True,Foodi,FDI-RDR-010,Shuvo Kabir,8801941100059,delivery_rider,Bike,Dhaka-Metro-LA-31-8053,2024-10-07,4.30,active,Mohammadpur,59,37,808,2026-02-11T13:16:22+06:00,2026-08-10T20:09:48+06:00
26,USR003,+8801354621115,Tania Islam,FDI0000027,2026-05-01T17:06:50+06:00,Foodi Demo Kitchen 02,Fast Food,Banani,23.800963,90.41473,1368,mobile_wallet,delivered,2026-05-01T19:12:50+06:00,True,Foodi,FDI-RDR-020,Rakib Hasan,8801703040974,delivery_rider,Bike,Dhaka-Metro-LA-11-8668,2025-06-15,4.73,active,Banani,34,25,770,2026-02-15T15:29:27+06:00,2026-08-02T04:28:06+06:00
27,USR003,+8801354621115,Tania Islam,FDI0000028,2026-06-15T06:36:23+06:00,Foodi Demo Kitchen 05,Pizza,Farmgate,23.752187,90.388784,755,mobile_wallet,cancelled,2026-06-15T09:01:23+06:00,True,Foodi,FDI-RDR-005,Nayeem Sheikh,8801743750117,delivery_rider,Bike,Dhaka-Metro-LA-11-2234,2025-12-12,4.45,active,Farmgate,28,19,703,2026-02-14T20:09:21+06:00,2026-07-11T22:41:13+06:00
28,USR003,+8801354621115,Tania Islam,FDI0000029,2026-06-28T14:11:44+06:00,Foodi Demo Kitchen 04,Cafe,Rampura,23.763507,90.418827,1023,cash,delivered,2026-06-28T16:46:44+06:00,True,Foodi,FDI-RDR-014,Sabbir Ahmed,8801739856270,delivery_rider,Bike,Dhaka-Metro-LA-13-2488,2024-03-05,4.91,active,Rampura,71,47,1187,2026-02-10T02:57:10+06:00,2026-08-07T14:03:06+06:00
29,USR003,+8801354621115,Tania Islam,FDI0000030,2026-04-22T17:28:27+06:00,Foodi Demo Kitchen 01,Bangla,Rampura,23.758531,90.418663,599,mobile_wallet,delivered,2026-04-22T20:00:27+06:00,True,Foodi,FDI-RDR-014,Sabbir Ahmed,8801739856270,delivery_rider,Bike,Dhaka-Metro-LA-13-2488,2024-03-05,4.91,active,Rampura,71,47,1187,2026-02-10T02:57:10+06:00,2026-08-07T14:03:06+06:00
30,USR003,+8801354621115,Tania Islam,FDI0000031,2026-05-30T15:12:12+06:00,Foodi Demo Kitchen 03,Biryani,Motijheel,23.729306,90.421923,1457,cash,refunded,2026-05-30T18:30:12+06:00,True,Foodi,FDI-RDR-011,Mahmud Hasan,8801546275934,delivery_rider,Bike,Dhaka-Metro-LA-42-9695,2024-01-04,4.61,active,Motijheel,44,30,774,2026-02-12T09:24:57+06:00,2026-08-10T17:38:53+06:00
31,USR003,+8801354621115,Tania Islam,FDI0000032,2026-06-17T01:25:56+06:00,Foodi Demo Kitchen 03,Biryani,Mohammadpur,23.765003,90.349628,1587,mobile_wallet,cancelled,2026-06-17T02:11:56+06:00,True,Foodi,FDI-RDR-010,Shuvo Kabir,8801941100059,delivery_rider,Bike,Dhaka-Metro-LA-31-8053,2024-10-07,4.30,active,Mohammadpur,59,37,808,2026-02-11T13:16:22+06:00,2026-08-10T20:09:48+06:00
32,USR003,+8801354621115,Tania Islam,FDI0000033,2026-08-04T23:36:22+06:00,Foodi Demo Kitchen 08,Kebab,Mohammadpur,23.772688,90.361591,1458,card,delivered,2026-08-05T00:10:22+06:00,True,Foodi,FDI-RDR-010,Shuvo Kabir,8801941100059,delivery_rider,Bike,Dhaka-Metro-LA-31-8053,2024-10-07,4.30,active,Mohammadpur,59,37,808,2026-02-11T13:16:22+06:00,2026-08-10T20:09:48+06:00
33,USR003,+8801354621115,Tania Islam,FDI0000034,2026-03-20T20:13:40+06:00,Foodi Demo Kitchen 01,Bangla,Uttara,23.88039,90.383963,666,card,delivered,2026-03-20T21:54:40+06:00,True,Foodi,FDI-RDR-017,Tuhin Kabir,8801437966170,delivery_rider,Bike,Dhaka-Metro-LA-31-7414,2026-03-12,4.47,active,Uttara,56,36,899,2026-02-12T19:30:05+06:00,2026-08-02T10:56:53+06:00
34,USR003,+8801354621115,Tania Islam,FDI0000035,2026-02-10T09:51:53+06:00,Foodi Demo Kitchen 05,Pizza,Mohakhali,23.770822,90.40492,881,cash,refunded,2026-02-10T12:13:53+06:00,True,Foodi,FDI-RDR-009,Mahmud Ali,8801453596488,delivery_rider,Bike,Dhaka-Metro-LA-50-1637,2024-06-25,4.64,active,Mohakhali,67,33,309,2026-02-10T09:51:53+06:00,2026-08-10T22:36:11+06:00
35,USR004,+8801569374252,Mim Rahman,FDI0000036,2026-05-01T14:38:41+06:00,Foodi Demo Kitchen 05,Pizza,Mirpur,23.826459,90.370621,1306,mobile_wallet,delivered,2026-05-01T17:58:41+06:00,True,Foodi,FDI-RDR-008,Al Amin Mahmud,8801773840158,delivery_rider,Bike,Dhaka-Metro-LA-16-1506,2024-12-21,4.88,active,Mirpur,55,38,553,2026-02-10T07:25:37+06:00,2026-08-10T06:22:54+06:00
36,USR004,+8801569374252,Mim Rahman,FDI0000037,2026-05-05T22:04:17+06:00,Foodi Demo Kitchen 01,Bangla,Mohakhali,23.783513,90.401355,543,card,delivered,2026-05-06T01:22:17+06:00,True,Foodi,FDI-RDR-009,Mahmud Ali,8801453596488,delivery_rider,Bike,Dhaka-Metro-LA-50-1637,2024-06-25,4.64,active,Mohakhali,67,33,309,2026-02-10T09:51:53+06:00,2026-08-10T22:36:11+06:00
37,USR004,+8801569374252,Mim Rahman,FDI0000038,2026-06-21T04:29:51+06:00,Foodi Demo Kitchen 03,Biryani,Rampura,23.756172,90.419954,1416,mobile_wallet,delivered,2026-06-21T05:20:51+06:00,True,Foodi,FDI-RDR-014,Sabbir Ahmed,8801739856270,delivery_rider,Bike,Dhaka-Metro-LA-13-2488,2024-03-05,4.91,active,Rampura,71,47,1187,2026-02-10T02:57:10+06:00,2026-08-07T14:03:06+06:00
38,USR004,+8801569374252,Mim Rahman,FDI0000039,2026-08-02T10:56:53+06:00,Foodi Demo Kitchen 02,Fast Food,Uttara,23.875337,90.375985,961,mobile_wallet,delivered,2026-08-02T14:27:53+06:00,True,Foodi,FDI-RDR-017,Tuhin Kabir,8801437966170,delivery_rider,Bike,Dhaka-Metro-LA-31-7414,2026-03-12,4.47,active,Uttara,56,36,899,2026-02-12T19:30:05+06:00,2026-08-02T10:56:53+06:00
39,USR004,+8801569374252,Mim Rahman,FDI0000040,2026-06-05T17:17:05+06:00,Foodi Demo Kitchen 05,Pizza,Banani,23.802076,90.403313,1729,mobile_wallet,delivered,2026-06-05T18:00:05+06:00,True,Foodi,FDI-RDR-020,Rakib Hasan,8801703040974,delivery_rider,Bike,Dhaka-Metro-LA-11-8668,2025-06-15,4.73,active,Banani,34,25,770,2026-02-15T15:29:27+06:00,2026-08-02T04:28:06+06:00
40,USR004,+8801569374252,Mim Rahman,FDI0000041,2026-06-08T04:52:50+06:00,Foodi Demo Kitchen 06,Burgers,Banani,23.800972,90.398564,895,card,delivered,2026-06-08T05:54:50+06:00,True,Foodi,FDI-RDR-002,Rony Sarker,8801683501448,delivery_rider,Bike,Dhaka-Metro-LA-47-5838,2023-05-27,4.52,active,Banani,29,19,739,2026-02-13T16:48:02+06:00,2026-07-30T12:32:32+06:00
41,USR004,+8801569374252,Mim Rahman,FDI0000042,2026-05-23T23:54:14+06:00,Foodi Demo Kitchen 02,Fast Food,Wari,23.726968,90.425028,1563,card,cancelled,2026-05-24T01:30:14+06:00,True,Foodi,FDI-RDR-018,Mehedi Karim,8801825989091,delivery_rider,Bicycle,BIC-77242,2025-01-08,4.35,active,Wari,63,40,1814,2026-02-12T18:32:46+06:00,2026-08-04T04:32:17+06:00
42,USR004,+8801569374252,Mim Rahman,FDI0000043,2026-04-02T16:15:48+06:00,Foodi Demo Kitchen 07,Thai,Uttara,23.884717,90.379812,958,card,delivered,2026-04-02T18:57:48+06:00,True,Foodi,FDI-RDR-017,Tuhin Kabir,8801437966170,delivery_rider,Bike,Dhaka-Metro-LA-31-7414,2026-03-12,4.47,active,Uttara,56,36,899,2026-02-12T19:30:05+06:00,2026-08-02T10:56:53+06:00
43,USR004,+8801569374252,Mim Rahman,FDI0000044,2026-06-21T17:41:09+06:00,Foodi Demo Kitchen 03,Biryani,Motijheel,23.724589,90.423654,1619,mobile_wallet,delivered,2026-06-21T19:10:09+06:00,True,Foodi,FDI-RDR-011,Mahmud Hasan,8801546275934,delivery_rider,Bike,Dhaka-Metro-LA-42-9695,2024-01-04,4.61,active,Motijheel,44,30,774,2026-02-12T09:24:57+06:00,2026-08-10T17:38:53+06:00
44,USR005,+8801526187734,Anika Hossain,FDI0000045,2026-02-25T10:50:55+06:00,Foodi Demo Kitchen 01,Bangla,Old Dhaka,23.718553,90.406971,696,mobile_wallet,delivered,2026-02-25T14:12:55+06:00,True,Foodi,FDI-RDR-012,Parvez Mollah,8801798672324,delivery_rider,Bike,Dhaka-Metro-LA-18-1627,2023-01-21,4.38,active,Old Dhaka,70,47,563,2026-02-10T12:20:28+06:00,2026-08-08T06:41:21+06:00
45,USR005,+8801526187734,Anika Hossain,FDI0000046,2026-03-21T01:29:10+06:00,Foodi Demo Kitchen 01,Bangla,Banani,23.786437,90.412243,1839,cash,delivered,2026-03-21T03:42:10+06:00,True,Foodi,FDI-RDR-020,Rakib Hasan,8801703040974,delivery_rider,Bike,Dhaka-Metro-LA-11-8668,2025-06-15,4.73,active,Banani,34,25,770,2026-02-15T15:29:27+06:00,2026-08-02T04:28:06+06:00
46,USR005,+8801526187734,Anika Hossain,FDI0000047,2026-05-21T06:12:42+06:00,Foodi Demo Kitchen 02,Fast Food,Farmgate,23.763388,90.386895,1198,cash,delivered,2026-05-21T08:03:42+06:00,True,Foodi,FDI-RDR-005,Nayeem Sheikh,8801743750117,delivery_rider,Bike,Dhaka-Metro-LA-11-2234,2025-12-12,4.45,active,Farmgate,28,19,703,2026-02-14T20:09:21+06:00,2026-07-11T22:41:13+06:00
47,USR005,+8801526187734,Anika Hossain,FDI0000048,2026-07-17T20:48:09+06:00,Foodi Demo Kitchen 02,Fast Food,Wari,23.722698,90.425535,1018,mobile_wallet,cancelled,2026-07-18T00:12:09+06:00,True,Foodi,FDI-RDR-018,Mehedi Karim,8801825989091,delivery_rider,Bicycle,BIC-77242,2025-01-08,4.35,active,Wari,63,40,1814,2026-02-12T18:32:46+06:00,2026-08-04T04:32:17+06:00
48,USR005,+8801526187734,Anika Hossain,FDI0000049,2026-07-28T18:26:47+06:00,Foodi Demo Kitchen 07,Thai,Tejgaon,23.768176,90.398416,1391,cash,delivered,2026-07-28T21:42:47+06:00,True,Foodi,FDI-RDR-016,Noman Mollah,8801385740882,delivery_rider,Bike,Dhaka-Metro-LA-22-3253,2025-12-03,4.49,active,Tejgaon,49,28,819,2026-02-13T23:12:09+06:00,2026-08-05T05:30:47+06:00
49,USR005,+8801526187734,Anika Hossain,FDI0000050,2026-03-27T08:44:02+06:00,Foodi Demo Kitchen 05,Pizza,Bashundhara,23.813932,90.418793,1036,cash,refunded,2026-03-27T11:31:02+06:00,True,Foodi,FDI-RDR-021,Habib Khan,8801640944989,delivery_rider,Bicycle,BIC-62834,2024-07-09,4.84,active,Bashundhara,33,19,586,2026-03-08T16:51:38+06:00,2026-08-08T20:11:49+06:00
50,USR005,+8801526187734,Anika Hossain,FDI0000051,2026-03-12T03:19:18+06:00,Foodi Demo Kitchen 06,Burgers,Mohammadpur,23.764889,90.359039,1482,mobile_wallet,delivered,2026-03-12T05:09:18+06:00,True,Foodi,FDI-RDR-010,Shuvo Kabir,8801941100059,delivery_rider,Bike,Dhaka-Metro-LA-31-8053,2024-10-07,4.30,active,Mohammadpur,59,37,808,2026-02-11T13:16:22+06:00,2026-08-10T20:09:48+06:00
51,USR005,+8801526187734,Anika Hossain,FDI0000052,2026-07-12T04:06:32+06:00,Foodi Demo Kitchen 05,Pizza,Banani,23.801934,90.412766,985,mobile_wallet,delivered,2026-07-12T05:40:32+06:00,True,Foodi,FDI-RDR-020,Rakib Hasan,8801703040974,delivery_rider,Bike,Dhaka-Metro-LA-11-8668,2025-06-15,4.73,active,Banani,34,25,770,2026-02-15T15:29:27+06:00,2026-08-02T04:28:06+06:00
52,USR005,+8801526187734,Anika Hossain,FDI0000053,2026-06-26T18:37:27+06:00,Foodi Demo Kitchen 04,Cafe,Mohakhali,23.777047,90.398863,1712,card,cancelled,2026-06-26T19:09:27+06:00,True,Foodi,FDI-RDR-009,Mahmud Ali,8801453596488,delivery_rider,Bike,Dhaka-Metro-LA-50-1637,2024-06-25,4.64,active,Mohakhali,67,33,309,2026-02-10T09:51:53+06:00,2026-08-10T22:36:11+06:00
53,USR005,+8801526187734,Anika Hossain,FDI0000054,2026-07-23T21:38:52+06:00,Foodi Demo Kitchen 06,Burgers,Farmgate,23.754339,90.393057,1778,mobile_wallet,delivered,2026-07-24T01:02:52+06:00,True,Foodi,FDI-RDR-023,Shahadat Hasan,8801754954467,delivery_rider,Bike,Dhaka-Metro-LA-51-6371,2025-12-07,4.56,active,Farmgate,36,23,1181,2026-02-18T00:50:59+06:00,2026-08-06T11:04:59+06:00
54,USR005,+8801526187734,Anika Hossain,FDI0000055,2026-03-19T02:03:36+06:00,Foodi Demo Kitchen 02,Fast Food,Rampura,23.769194,90.421026,256,cash,delivered,2026-03-19T03:57:36+06:00,True,Foodi,FDI-RDR-014,Sabbir Ahmed,8801739856270,delivery_rider,Bike,Dhaka-Metro-LA-13-2488,2024-03-05,4.91,active,Rampura,71,47,1187,2026-02-10T02:57:10+06:00,2026-08-07T14:03:06+06:00
55,USR005,+8801526187734,Anika Hossain,FDI0000056,2026-04-07T22:13:20+06:00,Foodi Demo Kitchen 02,Fast Food,Rampura,23.753248,90.41993,593,card,delivered,2026-04-07T22:34:20+06:00,True,Foodi,FDI-RDR-014,Sabbir Ahmed,8801739856270,delivery_rider,Bike,Dhaka-Metro-LA-13-2488,2024-03-05,4.91,active,Rampura,71,47,1187,2026-02-10T02:57:10+06:00,2026-08-07T14:03:06+06:00
56,USR006,+8801540236353,Sanjida Hasan,FDI0000057,2026-07-30T12:32:32+06:00,Foodi Demo Kitchen 07,Thai,Banani,23.788262,90.404579,771,cash,delivered,2026-07-30T13:38:32+06:00,True,Foodi,FDI-RDR-002,Rony Sarker,8801683501448,delivery_rider,Bike,Dhaka-Metro-LA-47-5838,2023-05-27,4.52,active,Banani,29,19,739,2026-02-13T16:48:02+06:00,2026-07-30T12:32:32+06:00
57,USR006,+8801540236353,Sanjida Hasan,FDI0000058,2026-08-01T10:26:23+06:00,Foodi Demo Kitchen 06,Burgers,Farmgate,23.764565,90.397388,911,cash,delivered,2026-08-01T12:51:23+06:00,True,Foodi,FDI-RDR-023,Shahadat Hasan,8801754954467,delivery_rider,Bike,Dhaka-Metro-LA-51-6371,2025-12-07,4.56,active,Farmgate,36,23,1181,2026-02-18T00:50:59+06:00,2026-08-06T11:04:59+06:00
58,USR006,+8801540236353,Sanjida Hasan,FDI0000059,2026-04-29T21:29:31+06:00,Foodi Demo Kitchen 08,Kebab,Banani,23.788268,90.401105,324,cash,delivered,2026-04-29T22:10:31+06:00,True,Foodi,FDI-RDR-002,Rony Sarker,8801683501448,delivery_rider,Bike,Dhaka-Metro-LA-47-5838,2023-05-27,4.52,active,Banani,29,19,739,2026-02-13T16:48:02+06:00,2026-07-30T12:32:32+06:00
