user_id,phone,customer_name,trip_id,request_time,vehicle_type,pickup_area,pickup_lat,pickup_lon,dropoff_area,dropoff_lat,dropoff_lon,distance_km,duration_min,fare_bdt,trip_status,source_updated_at,synthetic
USR003,01000000003,Demo User 003,UB0000044,2026-06-17T00:48:34+06:00,UberX,Mohakhali,23.78063,90.406692,Khilgaon,23.744569,90.431329,2.21,71,124,completed,2026-06-17T02:11:34+06:00,True
USR003,01000000003,Demo User 003,UB0000057,2026-07-05T08:55:50+06:00,Premier,Dhanmondi,23.753813,90.373003,Khilgaon,23.752711,90.428252,5.85,61,211,completed,2026-07-05T10:02:50+06:00,True
USR003,01000000003,Demo User 003,UB0000036,2026-07-25T21:25:33+06:00,UberX,Tejgaon,23.763737,90.394083,Banani,23.790685,90.408771,12.65,43,381,completed,2026-07-25T22:27:33+06:00,True
USR004,01000000004,Demo User 004,UB0000076,2026-02-17T16:45:34+06:00,UberX,Old Dhaka,23.703786,90.411036,Badda,23.776688,90.4235,17.93,60,554,completed,2026-02-17T17:53:34+06:00,True
USR004,01000000004,Demo User 004,UB0000077,2026-02-23T13:41:45+06:00,Premier,Badda,23.784506,90.426257,Mohammadpur,23.772276,90.358438,17.87,64,435,completed,2026-02-23T15:01:45+06:00,True
USR004,01000000004,Demo User 004,UB0000062,2026-02-25T06:18:48+06:00,Moto,Banani,23.800233,90.412008,Badda,23.786202,90.430697,4.26,50,149,completed,2026-02-25T07:15:48+06:00,True
USR004,01000000004,Demo User 004,UB0000065,2026-02-25T22:29:30+06:00,Premier,Khilgaon,23.743388,90.431139,Mohakhali,23.786314,90.401084,5.84,47,242,completed,2026-02-25T23:19:30+06:00,True
USR004,01000000004,Demo User 004,UB0000069,2026-02-27T15:41:01+06:00,Moto,Banani,23.790879,90.398971,Mohakhali,23.777525,90.405005,1.33,34,91,completed,2026-02-27T16:35:01+06:00,True
USR004,01000000004,Demo User 004,UB0000080,2026-03-05T20:58:37+06:00,UberX,Dhanmondi,23.749325,90.377997,Bashundhara,23.818016,90.433143,13.19,46,318,cancelled_by_rider,2026-03-05T21:53:37+06:00,True
USR004,01000000004,Demo User 004,UB0000070,2026-03-08T18:18:04+06:00,Premier,Bashundhara,23.811242,90.426453,Motijheel,23.726912,90.414514,8.99,35,263,completed,2026-03-08T19:04:04+06:00,True
USR004,01000000004,Demo User 004,UB0000064,2026-03-16T11:35:37+06:00,Premier,Banani,23.798964,90.40824,Shyamoli,23.773756,90.36577,10.54,35,378,ongoing,2026-03-16T12:26:37+06:00,True
USR004,01000000004,Demo User 004,UB0000061,2026-03-22T09:58:45+06:00,UberX,Uttara,23.874926,90.387495,Khilgaon,23.7431,90.429406,23.89,23,715,completed,2026-03-22T10:24:45+06:00,True
USR004,01000000004,Demo User 004,UB0000071,2026-04-19T17:04:16+06:00,UberX,Gulshan,23.788386,90.407405,Khilgaon,23.744295,90.427043,18.66,25,597,completed,2026-04-19T17:38:16+06:00,True
USR004,01000000004,Demo User 004,UB0000075,2026-04-30T18:49:59+06:00,Moto,Mohammadpur,23.767724,90.36387,Pallabi,23.835217,90.357656,2.71,28,132,completed,2026-04-30T19:31:59+06:00,True
USR004,01000000004,Demo User 004,UB0000078,2026-05-03T01:07:51+06:00,Moto,Khilgaon,23.753773,90.420878,Wari,23.72481,90.412128,23.31,62,717,completed,2026-05-03T02:29:51+06:00,True
USR004,01000000004,Demo User 004,UB0000060,2026-05-07T07:35:04+06:00,UberX,Badda,23.774346,90.424849,Pallabi,23.82598,90.359982,7.63,44,228,completed,2026-05-07T08:21:04+06:00,True
USR004,01000000004,Demo User 004,UB0000066,2026-05-09T00:01:23+06:00,Moto,Mirpur,23.829352,90.362064,Khilgaon,23.750853,90.420793,20.03,73,522,completed,2026-05-09T01:18:23+06:00,True
USR004,01000000004,Demo User 004,UB0000067,2026-05-10T00:59:16+06:00,Moto,Mohakhali,23.786454,90.39511,Gulshan,23.789668,90.415764,6.27,16,212,completed,2026-05-10T01:31:16+06:00,True
USR004,01000000004,Demo User 004,UB0000082,2026-05-18T10:02:48+06:00,UberX,Mirpur,23.828998,90.362716,Tejgaon,23.755986,90.388548,13.03,23,402,completed,2026-05-18T10:35:48+06:00,True
USR004,01000000004,Demo User 004,UB0000063,2026-06-13T12:39:36+06:00,Premier,Gulshan,23.796561,90.413263,Dhanmondi,23.746507,90.368121,5.98,29,200,ongoing,2026-06-13T13:28:36+06:00,True
USR004,01000000004,Demo User 004,UB0000074,2026-06-29T19:35:10+06:00,Premier,Uttara,23.881397,90.374957,Old Dhaka,23.703494,90.40099,17.4,31,523,completed,2026-06-29T20:21:10+06:00,True
USR004,01000000004,Demo User 004,UB0000073,2026-07-01T19:05:45+06:00,UberX,Gulshan,23.793066,90.408307,Mohammadpur,23.768826,90.352975,23.72,20,495,completed,2026-07-01T19:36:45+06:00,True
USR004,01000000004,Demo User 004,UB0000079,2026-07-12T11:16:04+06:00,UberX,Gulshan,23.798576,90.411303,Mohammadpur,23.765023,90.364189,5.0,17,205,completed,2026-07-12T11:50:04+06:00,True
USR004,01000000004,Demo User 004,UB0000081,2026-07-14T16:42:57+06:00,Moto,Mirpur,23.825596,90.362601,Gulshan,23.788815,90.410418,17.57,64,543,completed,2026-07-14T17:57:57+06:00,True
USR004,01000000004,Demo User 004,UB0000068,2026-07-14T21:19:22+06:00,UberX,Mohakhali,23.786925,90.400576,Motijheel,23.740929,90.423342,12.51,56,441,completed,2026-07-14T22:33:22+06:00,True
USR004,01000000004,Demo User 004,UB0000072,2026-07-26T21:28:20+06:00,Premier,Mohammadpur,23.760529,90.361225,Tejgaon,23.766128,90.396292,2.99,18,111,completed,2026-07-26T22:02:20+06:00,True
USR005,01000000005,Demo User 005,UB0000106,2026-02-10T15:10:43+06:00,Premier,Pallabi,23.829866,90.368722,Shyamoli,23.773114,90.358943,19.77,50,589,completed,2026-02-10T16:20:43+06:00,True
USR005,01000000005,Demo User 005,UB0000093,2026-02-22T14:13:43+06:00,Moto,Bashundhara,23.813482,90.420252,Khilgaon,23.743837,90.421116,21.04,28,644,completed,2026-02-22T14:47:43+06:00,True
USR005,01000000005,Demo User 005,UB0000101,2026-02-27T07:49:22+06:00,Premier,Uttara,23.881343,90.372108,Mohammadpur,23.767385,90.360944,10.18,31,270,completed,2026-02-27T08:35:22+06:00,True
USR005,01000000005,Demo User 005,UB0000104,2026-02-28T04:55:08+06:00,UberX,Pallabi,23.834912,90.365343,Tejgaon,23.764165,90.391901,6.1,11,223,completed,2026-02-28T05:24:08+06:00,True
USR005,01000000005,Demo User 005,UB0000088,2026-03-04T13:34:46+06:00,Premier,Mirpur,23.815944,90.368145,Bashundhara,23.808544,90.427394,18.38,69,597,completed,2026-03-04T14:45:46+06:00,True
USR005,01000000005,Demo User 005,UB0000094,2026-03-18T15:16:44+06:00,Premier,Banani,23.798287,90.407044,Motijheel,23.740638,90.411206,13.5,14,490,cancelled_by_rider,2026-03-18T15:36:44+06:00,True
USR005,01000000005,Demo User 005,UB0000089,2026-03-19T00:32:23+06:00,Moto,Uttara,23.868257,90.37316,Banani,23.797379,90.407779,11.89,72,288,completed,2026-03-19T01:58:23+06:00,True
USR005,01000000005,Demo User 005,UB0000097,2026-03-19T17:32:50+06:00,UberX,Mohammadpur,23.767018,90.364525,Pallabi,23.834595,90.371823,23.6,51,659,completed,2026-03-19T18:32:50+06:00,True
USR005,01000000005,Demo User 005,UB0000098,2026-03-23T05:14:29+06:00,Premier,Badda,23.784129,90.425827,Khilgaon,23.756168,90.431276,22.52,10,630,completed,2026-03-23T05:38:29+06:00,True
USR005,01000000005,Demo User 005,UB0000090,2026-04-06T13:40:27+06:00,Moto,Farmgate,23.762947,90.390118,Mirpur,23.821615,90.361739,14.29,47,402,completed,2026-04-06T14:38:27+06:00,True
USR005,01000000005,Demo User 005,UB0000095,2026-04-12T06:08:37+06:00,Moto,Badda,23.781092,90.42271,Motijheel,23.728214,90.421984,16.89,61,599,ongoing,2026-04-12T07:17:37+06:00,True
USR005,01000000005,Demo User 005,UB0000096,2026-05-01T09:21:32+06:00,Moto,Mohakhali,23.782816,90.404585,Shyamoli,23.768351,90.370347,17.07,18,501,completed,2026-05-01T09:44:32+06:00,True
USR005,01000000005,Demo User 005,UB0000084,2026-05-09T21:00:49+06:00,Premier,Wari,23.726458,90.410349,Dhanmondi,23.745667,90.382786,2.27,54,102,completed,2026-05-09T22:05:49+06:00,True
USR005,01000000005,Demo User 005,UB0000107,2026-05-12T01:45:32+06:00,Moto,Farmgate,23.754206,90.385884,Wari,23.722386,90.422766,8.42,33,295,cancelled_by_driver,2026-05-12T02:18:32+06:00,True
USR005,01000000005,Demo User 005,UB0000083,2026-05-12T15:32:52+06:00,Premier,Rampura,23.762515,90.418388,Bashundhara,23.8196,90.43218,5.04,65,205,completed,2026-05-12T16:54:52+06:00,True
USR005,01000000005,Demo User 005,UB0000087,2026-05-15T12:07:00+06:00,UberX,Wari,23.725699,90.41393,Dhanmondi,23.740396,90.379705,1.97,35,100,completed,2026-05-15T12:58:00+06:00,True
USR005,01000000005,Demo User 005,UB0000091,2026-05-28T08:04:27+06:00,Premier,Banani,23.78751,90.405406,Badda,23.774977,90.425185,15.91,37,368,completed,2026-05-28T08:42:27+06:00,True
USR005,01000000005,Demo User 005,UB0000085,2026-06-08T03:44:59+06:00,Premier,Motijheel,23.735444,90.415661,Old Dhaka,23.707858,90.406685,3.67,11,178,completed,2026-06-08T04:02:59+06:00,True
USR005,01000000005,Demo User 005,UB0000100,2026-06-08T11:47:41+06:00,UberX,Pallabi,23.821444,90.356274,Farmgate,23.765296,90.386361,13.03,11,412,completed,2026-06-08T12:16:41+06:00,True
USR005,01000000005,Demo User 005,UB0000103,2026-06-17T20:36:37+06:00,Premier,Tejgaon,23.768799,90.397615,Banani,23.785938,90.403331,10.52,26,296,completed,2026-06-17T21:13:37+06:00,True
USR005,01000000005,Demo User 005,UB0000099,2026-06-21T20:19:08+06:00,Premier,Farmgate,23.757462,90.395481,Mohakhali,23.781465,90.391285,9.24,61,234,completed,2026-06-21T21:25:08+06:00,True
USR005,01000000005,Demo User 005,UB0000086,2026-07-09T17:00:24+06:00,Moto,Badda,23.779533,90.424101,Tejgaon,23.76908,90.397744,12.01,31,334,completed,2026-07-09T17:43:24+06:00,True
USR005,01000000005,Demo User 005,UB0000105,2026-07-11T20:14:49+06:00,Moto,Rampura,23.767384,90.415847,Tejgaon,23.768463,90.397524,17.26,9,368,completed,2026-07-11T20:34:49+06:00,True
USR005,01000000005,Demo User 005,UB0000102,2026-07-26T22:34:48+06:00,Moto,Rampura,23.76376,90.425465,Dhanmondi,23.739875,90.377735,2.91,22,128,cancelled_by_rider,2026-07-26T23:03:48+06:00,True
USR005,01000000005,Demo User 005,UB0000092,2026-08-07T20:02:13+06:00,UberX,Shyamoli,23.781202,90.366924,Uttara,23.872515,90.38395,14.07,28,317,cancelled_by_rider,2026-08-07T20:38:13+06:00,True
USR006,01000000006,Demo User 006,UB0000124,2026-03-08T22:51:51+06:00,Premier,Shyamoli,23.781966,90.360461,Dhanmondi,23.744426,90.383421,19.83,50,666,completed,2026-03-08T23:52:51+06:00,True
USR006,01000000006,Demo User 006,UB0000118,2026-03-10T12:58:35+06:00,Moto,Farmgate,23.752978,90.391089,Wari,23.720272,90.42189,4.84,59,161,completed,2026-03-10T14:01:35+06:00,True
USR006,01000000006,Demo User 006,UB0000108,2026-03-13T17:26:42+06:00,Premier,Badda,23.77632,90.423103,Uttara,23.877644,90.382106,22.12,16,792,completed,2026-03-13T17:53:42+06:00,True
USR006,01000000006,Demo User 006,UB0000111,2026-03-18T00:42:04+06:00,Moto,Uttara,23.877807,90.382977,Badda,23.778007,90.429152,12.27,72,469,completed,2026-03-18T01:58:04+06:00,True
USR006,01000000006,Demo User 006,UB0000125,2026-03-20T12:47:38+06:00,Moto,Tejgaon,23.757713,90.387943,Badda,23.785351,90.429724,21.38,38,749,completed,2026-03-20T13:44:38+06:00,True
USR006,01000000006,Demo User 006,UB0000119,2026-03-23T01:22:05+06:00,UberX,Mohakhali,23.787069,90.396783,Banani,23.787995,90.413782,23.53,53,506,cancelled_by_rider,2026-03-23T02:28:05+06:00,True
USR006,01000000006,Demo User 006,UB0000121,2026-03-23T07:47:18+06:00,Moto,Pallabi,23.836195,90.370225,Badda,23.781929,90.429864,7.07,66,274,completed,2026-03-23T08:53:18+06:00,True
USR006,01000000006,Demo User 006,UB0000112,2026-04-03T00:09:46+06:00,UberX,Dhanmondi,23.751582,90.376196,Bashundhara,23.812399,90.430168,11.82,26,433,completed,2026-04-03T00:42:46+06:00,True
USR006,01000000006,Demo User 006,UB0000123,2026-04-26T16:12:43+06:00,UberX,Shyamoli,23.771002,90.366651,Khilgaon,23.750156,90.428915,10.18,55,254,cancelled_by_rider,2026-04-26T17:15:43+06:00,True
USR006,01000000006,Demo User 006,UB0000110,2026-05-17T03:06:08+06:00,UberX,Badda,23.780402,90.433402,Farmgate,23.756986,90.392012,3.86,70,180,completed,2026-05-17T04:24:08+06:00,True
USR006,01000000006,Demo User 006,UB0000113,2026-05-22T23:22:24+06:00,Premier,Mohammadpur,23.757711,90.359367,Mirpur,23.820221,90.368612,6.29,22,232,completed,2026-05-22T23:54:24+06:00,True
USR006,01000000006,Demo User 006,UB0000128,2026-05-25T03:07:51+06:00,Premier,Wari,23.715653,90.424576,Mohakhali,23.781904,90.402917,3.53,34,149,completed,2026-05-25T03:50:51+06:00,True
USR006,01000000006,Demo User 006,UB0000109,2026-06-05T13:56:43+06:00,Moto,Dhanmondi,23.754055,90.373943,Pallabi,23.834313,90.368008,10.67,65,325,completed,2026-06-05T15:09:43+06:00,True
USR006,01000000006,Demo User 006,UB0000115,2026-06-19T23:41:08+06:00,UberX,Farmgate,23.763972,90.396257,Banani,23.789764,90.408994,6.36,69,261,completed,2026-06-20T01:03:08+06:00,True
USR006,01000000006,Demo User 006,UB0000117,2026-06-21T22:31:16+06:00,UberX,Mohakhali,23.779835,90.403936,Tejgaon,23.759278,90.393047,8.31,12,280,cancelled_by_driver,2026-06-21T22:47:16+06:00,True
USR006,01000000006,Demo User 006,UB0000127,2026-06-26T17:18:58+06:00,Moto,Banani,23.789724,90.412498,Shyamoli,23.767928,90.358744,5.98,40,251,completed,2026-06-26T18:14:58+06:00,True
USR006,01000000006,Demo User 006,UB0000126,2026-07-12T17:56:05+06:00,Premier,Badda,23.778159,90.429944,Khilgaon,23.752175,90.427212,11.43,62,394,completed,2026-07-12T19:16:05+06:00,True
USR006,01000000006,Demo User 006,UB0000114,2026-07-22T19:31:14+06:00,Premier,Mirpur,23.815964,90.367209,Farmgate,23.75152,90.39374,3.93,36,184,completed,2026-07-22T20:20:14+06:00,True
USR006,01000000006,Demo User 006,UB0000120,2026-07-23T02:01:46+06:00,Moto,Banani,23.787678,90.410477,Bashundhara,23.810984,90.423562,12.82,42,397,completed,2026-07-23T02:53:46+06:00,True
USR006,01000000006,Demo User 006,UB0000116,2026-08-02T16:30:04+06:00,Premier,Mirpur,23.828644,90.36316,Rampura,23.754897,90.41563,15.12,55,369,completed,2026-08-02T17:39:04+06:00,True
USR006,01000000006,Demo User 006,UB0000122,2026-08-03T05:22:44+06:00,UberX,Pallabi,23.83065,90.368296,Old Dhaka,23.703336,90.413316,11.82,21,355,completed,2026-08-03T05:52:44+06:00,True
USR007,01000000007,Demo User 007,UB0000150,2026-02-11T08:17:39+06:00,Premier,Banani,23.786097,90.405978,Old Dhaka,23.717213,90.399937,1.32,73,95,completed,2026-02-11T09:34:39+06:00,True
USR007,01000000007,Demo User 007,UB0000142,2026-02-18T21:43:55+06:00,Premier,Shyamoli,23.780621,90.365135,Gulshan,23.794635,90.400949,14.4,35,443,completed,2026-02-18T22:19:55+06:00,True
