user_id,phone,customer_name,order_id,order_time,seller_name,product_category,item_count,delivery_area,delivery_lat,delivery_lon,order_amount_bdt,payment_method,order_status,source_updated_at,synthetic
USR007,01000000007,Demo User 007,DZ0000060,2026-03-29T21:42:49+06:00,Demo Seller 08,Groceries,3,Shyamoli,23.774886,90.372879,22184,card,delivered,2026-03-30T02:42:49+06:00,True
USR007,01000000007,Demo User 007,DZ0000059,2026-05-02T14:00:36+06:00,Demo Seller 10,Groceries,3,Uttara,23.879775,90.377905,11971,cash,delivered,2026-05-05T07:00:36+06:00,True
USR007,01000000007,Demo User 007,DZ0000058,2026-06-10T15:11:25+06:00,Demo Seller 15,Accessories,4,Mirpur,23.814383,90.366938,12058,mobile_wallet,delivered,2026-06-15T21:11:25+06:00,True
USR007,01000000007,Demo User 007,DZ0000057,2026-06-20T11:25:08+06:00,Demo Seller 14,Home & Living,3,Pallabi,23.826357,90.370069,21547,mobile_wallet,delivered,2026-06-22T13:25:08+06:00,True
USR007,01000000007,Demo User 007,DZ0000055,2026-07-01T09:03:11+06:00,Demo Seller 03,Groceries,3,Shyamoli,23.772551,90.36689,19889,cash,delivered,2026-07-05T17:03:11+06:00,True
USR008,01000000008,Demo User 008,DZ0000068,2026-03-22T23:30:30+06:00,Demo Seller 01,Sports,1,Uttara,23.873235,90.37971,18287,card,delivered,2026-03-24T19:30:30+06:00,True
USR008,01000000008,Demo User 008,DZ0000063,2026-05-04T18:02:46+06:00,Demo Seller 13,Fashion,4,Gulshan,23.789698,90.411001,17078,card,delivered,2026-05-13T08:02:46+06:00,True
USR008,01000000008,Demo User 008,DZ0000062,2026-05-26T14:01:20+06:00,Demo Seller 10,Accessories,2,Rampura,23.758718,90.421572,16301,mobile_wallet,delivered,2026-06-01T02:01:20+06:00,True
USR008,01000000008,Demo User 008,DZ0000061,2026-05-30T13:49:34+06:00,Demo Seller 11,Groceries,3,Mohakhali,23.774197,90.395782,4851,mobile_wallet,delivered,2026-06-05T13:49:34+06:00,True
USR008,01000000008,Demo User 008,DZ0000066,2026-06-07T13:22:41+06:00,Demo Seller 09,Electronics,2,Shyamoli,23.776208,90.37288,5823,card,shipped,2026-06-13T02:22:41+06:00,True
USR008,01000000008,Demo User 008,DZ0000067,2026-06-16T22:24:32+06:00,Demo Seller 07,Beauty,3,Dhanmondi,23.74419,90.373284,19052,mobile_wallet,cancelled,2026-06-17T19:24:32+06:00,True
USR008,01000000008,Demo User 008,DZ0000065,2026-06-17T21:17:08+06:00,Demo Seller 02,Sports,4,Wari,23.723223,90.418122,24656,cash,delivered,2026-06-22T02:17:08+06:00,True
USR008,01000000008,Demo User 008,DZ0000070,2026-06-30T02:52:45+06:00,Demo Seller 03,Beauty,4,Uttara,23.871696,90.374307,9645,cash,delivered,2026-07-04T15:52:45+06:00,True
USR008,01000000008,Demo User 008,DZ0000064,2026-07-09T05:31:16+06:00,Demo Seller 13,Groceries,2,Motijheel,23.732984,90.413866,15490,cash,delivered,2026-07-13T18:31:16+06:00,True
USR008,01000000008,Demo User 008,DZ0000071,2026-07-31T19:34:28+06:00,Demo Seller 13,Sports,3,Wari,23.72517,90.419654,5764,card,returned,2026-08-03T04:34:28+06:00,True
USR008,01000000008,Demo User 008,DZ0000069,2026-08-04T20:22:49+06:00,Demo Seller 07,Books,1,Farmgate,23.757297,90.391654,4090,cash,returned,2026-08-05T03:22:49+06:00,True
USR009,01000000009,Demo User 009,DZ0000072,2026-02-11T12:13:14+06:00,Demo Seller 02,Fashion,4,Rampura,23.765486,90.42295,9472,mobile_wallet,delivered,2026-02-16T11:13:14+06:00,True
USR009,01000000009,Demo User 009,DZ0000074,2026-02-28T14:54:00+06:00,Demo Seller 12,Home & Living,3,Rampura,23.761716,90.424231,11281,card,delivered,2026-02-28T23:54:00+06:00,True
USR009,01000000009,Demo User 009,DZ0000076,2026-04-22T11:19:22+06:00,Demo Seller 06,Beauty,3,Banani,23.792885,90.399494,18290,mobile_wallet,delivered,2026-04-25T22:19:22+06:00,True
USR009,01000000009,Demo User 009,DZ0000079,2026-05-08T08:59:19+06:00,Demo Seller 07,Fashion,4,Farmgate,23.753872,90.38325,9663,card,processing,2026-05-16T21:59:19+06:00,True
USR009,01000000009,Demo User 009,DZ0000073,2026-05-14T13:59:37+06:00,Demo Seller 12,Sports,4,Pallabi,23.832678,90.357185,20110,card,delivered,2026-05-16T21:59:37+06:00,True
USR009,01000000009,Demo User 009,DZ0000081,2026-05-14T16:24:34+06:00,Demo Seller 08,Sports,4,Bashundhara,23.814199,90.419863,13083,mobile_wallet,cancelled,2026-05-19T15:24:34+06:00,True
USR009,01000000009,Demo User 009,DZ0000078,2026-06-02T07:10:28+06:00,Demo Seller 07,Accessories,4,Mirpur,23.82776,90.366723,9406,card,delivered,2026-06-02T17:10:28+06:00,True
USR009,01000000009,Demo User 009,DZ0000080,2026-06-06T19:23:43+06:00,Demo Seller 05,Beauty,4,Banani,23.79674,90.401436,12145,cash,delivered,2026-06-12T20:23:43+06:00,True
USR009,01000000009,Demo User 009,DZ0000075,2026-06-12T09:06:19+06:00,Demo Seller 15,Beauty,1,Uttara,23.881557,90.386557,8421,cash,delivered,2026-06-13T21:06:19+06:00,True
USR009,01000000009,Demo User 009,DZ0000077,2026-06-28T12:58:42+06:00,Demo Seller 12,Home & Living,4,Farmgate,23.760469,90.381769,13395,mobile_wallet,returned,2026-07-03T11:58:42+06:00,True
USR010,01000000010,Demo User 010,DZ0000091,2026-02-21T00:09:21+06:00,Demo Seller 05,Accessories,3,Motijheel,23.73505,90.418041,24063,mobile_wallet,shipped,2026-02-26T18:09:21+06:00,True
USR010,01000000010,Demo User 010,DZ0000082,2026-03-09T12:23:20+06:00,Demo Seller 11,Accessories,4,Uttara,23.881218,90.387061,7623,cash,delivered,2026-03-12T22:23:20+06:00,True
USR010,01000000010,Demo User 010,DZ0000086,2026-04-10T05:42:03+06:00,Demo Seller 04,Home & Living,4,Rampura,23.758989,90.422442,6274,card,delivered,2026-04-17T08:42:03+06:00,True
USR010,01000000010,Demo User 010,DZ0000085,2026-05-08T03:28:19+06:00,Demo Seller 10,Sports,1,Dhanmondi,23.750226,90.380582,24085,card,cancelled,2026-05-17T22:28:19+06:00,True
USR010,01000000010,Demo User 010,DZ0000089,2026-05-08T03:40:02+06:00,Demo Seller 02,Beauty,1,Khilgaon,23.749942,90.417977,14774,mobile_wallet,cancelled,2026-05-15T16:40:02+06:00,True
USR010,01000000010,Demo User 010,DZ0000083,2026-06-12T20:39:49+06:00,Demo Seller 03,Fashion,1,Tejgaon,23.76634,90.394015,20126,mobile_wallet,delivered,2026-06-14T01:39:49+06:00,True
USR010,01000000010,Demo User 010,DZ0000084,2026-06-29T08:08:47+06:00,Demo Seller 04,Home & Living,1,Mirpur,23.824851,90.373234,16146,mobile_wallet,shipped,2026-07-03T08:08:47+06:00,True
USR010,01000000010,Demo User 010,DZ0000087,2026-07-04T06:33:37+06:00,Demo Seller 11,Electronics,3,Pallabi,23.830874,90.364832,19543,card,returned,2026-07-12T09:33:37+06:00,True
USR010,01000000010,Demo User 010,DZ0000088,2026-07-31T19:17:04+06:00,Demo Seller 01,Accessories,3,Badda,23.773331,90.421097,15259,card,delivered,2026-08-02T03:17:04+06:00,True
USR010,01000000010,Demo User 010,DZ0000090,2026-08-06T18:58:51+06:00,Demo Seller 05,Home & Living,2,Gulshan,23.791088,90.406042,22288,mobile_wallet,delivered,2026-08-09T23:59:59+06:00,True
USR011,01000000011,Demo User 011,DZ0000095,2026-02-19T13:26:18+06:00,Demo Seller 02,Electronics,2,Shyamoli,23.782091,90.361056,13554,cash,shipped,2026-02-26T04:26:18+06:00,True
USR011,01000000011,Demo User 011,DZ0000092,2026-03-28T01:58:17+06:00,Demo Seller 06,Home & Living,2,Rampura,23.762454,90.418116,8747,cash,delivered,2026-03-29T03:58:17+06:00,True
USR011,01000000011,Demo User 011,DZ0000101,2026-04-08T18:50:57+06:00,Demo Seller 07,Accessories,1,Gulshan,23.785841,90.405942,18935,mobile_wallet,delivered,2026-04-09T10:50:57+06:00,True
USR011,01000000011,Demo User 011,DZ0000093,2026-04-13T06:03:18+06:00,Demo Seller 07,Accessories,2,Wari,23.71252,90.421372,4881,cash,delivered,2026-04-21T05:03:18+06:00,True
USR011,01000000011,Demo User 011,DZ0000099,2026-05-01T15:02:49+06:00,Demo Seller 13,Groceries,4,Rampura,23.762314,90.42846,21182,card,delivered,2026-05-06T07:02:49+06:00,True
USR011,01000000011,Demo User 011,DZ0000094,2026-05-12T19:00:23+06:00,Demo Seller 04,Books,1,Khilgaon,23.74598,90.418045,7910,cash,delivered,2026-05-14T17:00:23+06:00,True
USR011,01000000011,Demo User 011,DZ0000097,2026-06-23T18:49:40+06:00,Demo Seller 13,Fashion,2,Gulshan,23.788582,90.409043,2175,cash,delivered,2026-06-26T10:49:40+06:00,True
USR011,01000000011,Demo User 011,DZ0000100,2026-06-24T16:55:19+06:00,Demo Seller 12,Fashion,4,Khilgaon,23.744181,90.420027,3369,card,delivered,2026-06-25T08:55:19+06:00,True
USR011,01000000011,Demo User 011,DZ0000096,2026-06-25T06:50:31+06:00,Demo Seller 02,Groceries,2,Motijheel,23.740906,90.411246,22166,cash,cancelled,2026-07-05T05:50:31+06:00,True
USR011,01000000011,Demo User 011,DZ0000098,2026-07-25T02:23:48+06:00,Demo Seller 14,Groceries,2,Mohakhali,23.77659,90.393211,18408,cash,cancelled,2026-07-29T15:23:48+06:00,True
USR012,01000000012,Demo User 012,DZ0000106,2026-04-04T23:31:31+06:00,Demo Seller 01,Groceries,1,Gulshan,23.795487,90.404872,23858,card,delivered,2026-04-11T11:31:31+06:00,True
USR012,01000000012,Demo User 012,DZ0000103,2026-04-12T22:16:31+06:00,Demo Seller 07,Groceries,4,Bashundhara,23.812745,90.429586,21112,card,delivered,2026-04-16T07:16:31+06:00,True
USR012,01000000012,Demo User 012,DZ0000104,2026-04-19T16:18:37+06:00,Demo Seller 10,Beauty,1,Badda,23.774543,90.422597,11653,mobile_wallet,processing,2026-04-29T09:18:37+06:00,True
USR012,01000000012,Demo User 012,DZ0000102,2026-05-04T09:24:32+06:00,Demo Seller 01,Books,3,Shyamoli,23.782649,90.368194,2255,cash,delivered,2026-05-04T15:24:32+06:00,True
USR012,01000000012,Demo User 012,DZ0000105,2026-06-10T03:23:34+06:00,Demo Seller 12,Books,1,Khilgaon,23.74473,90.42324,14806,cash,delivered,2026-06-12T20:23:34+06:00,True
USR013,01000000013,Demo User 013,DZ0000112,2026-03-20T12:46:02+06:00,Demo Seller 08,Accessories,4,Dhanmondi,23.738996,90.368843,2084,mobile_wallet,delivered,2026-03-28T19:46:02+06:00,True
USR013,01000000013,Demo User 013,DZ0000108,2026-03-21T16:36:05+06:00,Demo Seller 12,Fashion,3,Wari,23.72305,90.416939,17296,cash,delivered,2026-03-30T23:36:05+06:00,True
USR013,01000000013,Demo User 013,DZ0000109,2026-03-30T11:01:09+06:00,Demo Seller 01,Home & Living,3,Khilgaon,23.74619,90.427486,10805,card,delivered,2026-03-31T04:01:09+06:00,True
USR013,01000000013,Demo User 013,DZ0000111,2026-04-30T02:53:47+06:00,Demo Seller 02,Fashion,4,Mohammadpur,23.769117,90.35802,21639,cash,delivered,2026-05-01T21:53:47+06:00,True
USR013,01000000013,Demo User 013,DZ0000110,2026-06-10T07:50:54+06:00,Demo Seller 11,Accessories,4,Pallabi,23.836161,90.368693,2888,mobile_wallet,cancelled,2026-06-16T07:50:54+06:00,True
USR013,01000000013,Demo User 013,DZ0000107,2026-07-05T09:10:57+06:00,Demo Seller 06,Home & Living,2,Tejgaon,23.767994,90.397344,22789,mobile_wallet,returned,2026-07-12T13:10:57+06:00,True
USR014,01000000014,Demo User 014,DZ0000122,2026-02-11T21:15:56+06:00,Demo Seller 13,Sports,4,Badda,23.777677,90.425771,16457,cash,cancelled,2026-02-16T11:15:56+06:00,True
USR014,01000000014,Demo User 014,DZ0000119,2026-03-19T20:08:07+06:00,Demo Seller 04,Groceries,2,Shyamoli,23.779633,90.363598,23676,cash,delivered,2026-03-20T03:08:07+06:00,True
USR014,01000000014,Demo User 014,DZ0000120,2026-04-10T01:30:13+06:00,Demo Seller 01,Groceries,3,Tejgaon,23.764745,90.400742,14776,mobile_wallet,cancelled,2026-04-19T16:30:13+06:00,True
USR014,01000000014,Demo User 014,DZ0000114,2026-04-14T11:25:15+06:00,Demo Seller 03,Sports,2,Khilgaon,23.75371,90.43243,11726,card,delivered,2026-04-17T02:25:15+06:00,True
USR014,01000000014,Demo User 014,DZ0000121,2026-05-14T09:35:05+06:00,Demo Seller 13,Books,1,Badda,23.781425,90.433143,876,mobile_wallet,delivered,2026-05-23T15:35:05+06:00,True
USR014,01000000014,Demo User 014,DZ0000116,2026-05-24T10:27:47+06:00,Demo Seller 09,Books,4,Wari,23.712138,90.414771,4107,card,delivered,2026-06-01T00:27:47+06:00,True
USR014,01000000014,Demo User 014,DZ0000117,2026-06-06T14:26:11+06:00,Demo Seller 01,Electronics,4,Motijheel,23.727971,90.416098,20743,card,delivered,2026-06-07T20:26:11+06:00,True
USR014,01000000014,Demo User 014,DZ0000113,2026-06-14T02:47:41+06:00,Demo Seller 10,Groceries,3,Mirpur,23.817779,90.361813,22351,card,delivered,2026-06-16T09:47:41+06:00,True
USR014,01000000014,Demo User 014,DZ0000115,2026-06-28T14:52:46+06:00,Demo Seller 01,Groceries,2,Gulshan,23.795124,90.410039,11594,cash,delivered,2026-07-06T19:52:46+06:00,True
USR014,01000000014,Demo User 014,DZ0000118,2026-07-22T19:04:14+06:00,Demo Seller 02,Books,3,Dhanmondi,23.742684,90.383846,14436,cash,delivered,2026-07-24T12:04:14+06:00,True
USR015,01000000015,Demo User 015,DZ0000128,2026-03-14T04:09:50+06:00,Demo Seller 10,Accessories,2,Dhanmondi,23.744319,90.378263,8374,mobile_wallet,shipped,2026-03-18T09:09:50+06:00,True
USR015,01000000015,Demo User 015,DZ0000130,2026-03-20T23:25:36+06:00,Demo Seller 11,Sports,3,Motijheel,23.740707,90.424774,22359,cash,delivered,2026-03-23T23:25:36+06:00,True
USR015,01000000015,Demo User 015,DZ0000125,2026-04-18T14:49:05+06:00,Demo Seller 12,Home & Living,4,Khilgaon,23.751246,90.421042,21687,card,delivered,2026-04-28T02:49:05+06:00,True
USR015,01000000015,Demo User 015,DZ0000126,2026-04-23T15:36:09+06:00,Demo Seller 15,Beauty,2,Bashundhara,23.807348,90.418067,5146,mobile_wallet,cancelled,2026-05-03T02:36:09+06:00,True
USR015,01000000015,Demo User 015,DZ0000124,2026-04-25T15:40:42+06:00,Demo Seller 10,Books,1,Uttara,23.868504,90.372212,17429,cash,delivered,2026-05-03T21:40:42+06:00,True
USR015,01000000015,Demo User 015,DZ0000129,2026-05-29T03:04:39+06:00,Demo Seller 14,Home & Living,2,Tejgaon,23.761245,90.397884,17871,cash,shipped,2026-06-06T02:04:39+06:00,True
USR015,01000000015,Demo User 015,DZ0000127,2026-07-02T18:22:29+06:00,Demo Seller 01,Electronics,4,Banani,23.800791,90.40301,23208,cash,delivered,2026-07-11T23:22:29+06:00,True
USR015,01000000015,Demo User 015,DZ0000123,2026-07-18T14:13:56+06:00,Demo Seller 05,Beauty,4,Badda,23.778927,90.427767,24007,cash,cancelled,2026-07-20T13:13:56+06:00,True
USR016,01000000016,Demo User 016,DZ0000132,2026-03-14T15:51:09+06:00,Demo Seller 07,Sports,4,Khilgaon,23.745222,90.418485,20392,cash,delivered,2026-03-16T16:51:09+06:00,True
USR016,01000000016,Demo User 016,DZ0000134,2026-03-22T11:48:24+06:00,Demo Seller 05,Books,4,Pallabi,23.834373,90.359512,18493,cash,cancelled,2026-03-31T22:48:24+06:00,True
USR016,01000000016,Demo User 016,DZ0000135,2026-04-23T02:46:15+06:00,Demo Seller 14,Electronics,3,Mirpur,23.824609,90.363709,5327,cash,delivered,2026-04-27T12:46:15+06:00,True
USR016,01000000016,Demo User 016,DZ0000133,2026-07-04T05:44:21+06:00,Demo Seller 09,Accessories,4,Mirpur,23.821059,90.373325,16939,card,delivered,2026-07-12T22:44:21+06:00,True
USR016,01000000016,Demo User 016,DZ0000131,2026-07-25T19:52:25+06:00,Demo Seller 03,Electronics,4,Mohakhali,23.783333,90.39408,12963,card,delivered,2026-07-26T08:52:25+06:00,True
